source,report_id,ts_code,sec_name,forecast_years,comparable_years,outside_reference_range_years,cross_year_implied_price_common_range_exists,cross_year_common_lower,cross_year_common_upper,reference_price_exact,missing_input_only,maximum_absolute_point_relative_difference
国信完整已提取原件,AP202203311556256929,002202.SZ,金风科技,3,3,0,True,12.90575,13.07575,12.95,False,0.005405405405405406
国信完整已提取原件,AP202203311556286052,601658.SH,邮储银行,3,3,1,True,5.32325,5.39125,5.40,False,0.016481481481481482
国信完整已提取原件,AP202203311556286148,601398.SH,工商银行,3,3,3,True,4.48725,4.52925,4.71,False,0.05329087048832272
国信完整已提取原件,AP202203311556295391,000988.SZ,华工科技,3,3,3,True,21.36525,21.58875,21.04,False,0.023193916349809884
国信完整已提取原件,AP202203311556312603,601633.SH,长城汽车,3,3,0,True,28.44375,28.59075,28.54,False,0.004204625087596356
国信完整已提取原件,AP202203311556318945,601111.SH,中国国航,3,3,3,True,8.17625,8.33325,9.50,False,0.13315789473684211
国信完整已提取原件,AP202203311556319112,688012.SH,中微公司,3,3,0,True,115.28625,115.86925,115.49,False,0.0018183392501515284
国信完整已提取原件,AP202203311556319114,601288.SH,农业银行,3,3,1,True,2.98125,3.03525,3.05,False,0.02459016393442623
国信完整已提取原件,AP202203311556322942,000725.SZ,京东方A,3,3,0,True,4.31375,4.41675,4.35,False,0.006896551724137931
国信完整已提取原件,AP202203311556330750,601688.SH,华泰证券,3,3,0,True,14.6575,15.1375,14.97,False,0.02338009352037408
国信完整已提取原件,AP202204011556500662,600570.SH,恒生电子,3,3,0,True,46.49775,46.70325,46.65,False,0.003815648445873526
国信完整已提取原件,AP202204011556500694,002352.SZ,顺丰控股,3,3,0,True,44.17725,44.52075,44.37,False,0.001352265043948614
国信完整已提取原件,AP202204011556500709,002460.SZ,赣锋锂业,3,3,3,True,125.15475,125.73675,129.66,False,0.03447478019435447
国信完整已提取原件,AP202204011556506012,600029.SH,南方航空,3,3,2,True,6.24575,6.39975,6.19,False,0.02455573505654281
国信完整已提取原件,AP202204011556520318,601155.SH,新城控股,3,3,3,True,30.47625,31.03225,32.17,False,0.04569474665837737
国信完整已提取原件,AP202204011556595137,601995.SH,中金公司,3,3,0,True,40.8825,42.2625,41.61,False,0.0031242489786109107
国信完整已提取原件,AP202204011556595139,002594.SZ,比亚迪,3,3,0,True,229.70675,230.05125,229.80,False,0.002349869451697128
国信完整已提取原件,AP202204021556732711,600115.SH,中国东航,3,3,3,True,4.60375,4.68825,4.78,False,0.042468619246861926
国信完整已提取原件,AP202204061557577518,688005.SH,容百科技,3,3,0,True,130.22725,130.69875,130.60,False,0.0034303215926493108
国信完整已提取原件,AP202204061557577602,601336.SH,新华保险,3,0,0,,,,35.72,True,
国信完整已提取原件,AP202204061557582051,603899.SH,晨光股份,3,3,3,True,47.89125,48.24075,49.07,False,0.021398002853067047
国信完整已提取原件,AP202204061557625662,600104.SH,上汽集团,3,3,0,True,16.93175,17.10075,17.05,False,0.005865102639296188
国信完整已提取原件,AP202204061557625664,601058.SH,赛轮轮胎,3,3,0,True,9.86425,9.98775,9.93,False,0.004229607250755287
国信完整已提取原件,AP202204071557765295,601618.SH,中国中冶,3,3,3,True,3.78675,3.88125,3.73,False,0.032171581769437
国信完整已提取原件,AP202204081557995978,600690.SH,海尔智家,3,3,0,True,23.57975,23.68575,23.62,False,0.004911092294665537
国信完整已提取原件,AP202204081558002730,601868.SH,中国能建,3,0,0,,,,,True,
国信完整已提取原件,AP202204101558430844,002142.SZ,宁波银行,3,3,0,True,38.67075,38.89625,38.75,False,0.005470967741935484
国信完整已提取原件,AP202204111558566391,002532.SZ,天山铝业,3,3,3,True,8.62575,8.72025,8.04,False,0.0845771144278607
国信完整已提取原件,AP202204111558566404,300979.SZ,华利集团,3,3,3,True,71.71025,71.94825,73.98,False,0.031130035144633684
国信完整已提取原件,AP202204111558575524,600004.SH,白云机场,3,3,0,True,12.71725,12.95325,12.76,False,0.016614420062695926
国信完整已提取原件,AP202204111558582673,000977.SZ,浪潮信息,3,3,3,True,27.21325,27.42275,26.20,False,0.04580152671755725
国信完整已提取原件,AP202204111558601770,002709.SZ,天赐材料,3,3,0,True,89.72625,90.21825,89.95,False,0.002112284602556976
国信完整已提取原件,AP202204111558619207,002839.SZ,张家港行,3,3,0,True,6.74725,6.87225,6.80,False,0.0045588235294117645
国信完整已提取原件,AP202204111558638553,300223.SZ,北京君正,3,3,0,True,87.80475,87.88125,87.86,False,0.0031413612565445027
国信完整已提取原件,AP202204121558816218,300866.SZ,安克创新,3,3,0,True,59.971925,60.148125,60.05,False,0.00024812656119900083
国信完整已提取原件,AP202204121558822673,601899.SH,紫金矿业,3,3,0,True,11.66625,11.77225,11.68,False,0.00821917808219178
国信完整已提取原件,AP202204121558841723,002352.SZ,顺丰控股,3,3,0,True,49.35525,49.59675,49.50,False,0.0025454545454545456
国信完整已提取原件,AP202204131558979769,000792.SZ,盐湖股份,3,3,0,True,30.36125,30.62875,30.55,False,0.00425531914893617
国信完整已提取原件,AP202204131559000848,300628.SZ,亿联网络,3,3,0,True,79.50275,79.78775,79.73,False,0.0031857519127053806
国信完整已提取原件,AP202204131559037887,002572.SZ,索菲亚,3,3,1,True,20.31325,20.43825,20.53,False,0.011592791037506088
国信完整已提取原件,AP202204141559158113,300957.SZ,贝泰妮,3,3,0,True,180.572275,180.908725,180.87,False,0.0012052855642173937
国信完整已提取原件,AP202204141559180827,002271.SZ,东方雨虹,3,3,0,True,45.34875,45.66275,45.55,False,0.0027222832052689354
国信完整已提取原件,AP202204151559412890,600660.SH,福耀玻璃,3,3,0,True,31.79175,32.02075,31.89,False,0.002634054562558796
国信完整已提取原件,AP202204151559417062,600256.SH,广汇能源,3,3,0,True,9.45875,9.62575,9.50,False,0.007368421052631579
国信完整已提取原件,AP202204151559458306,600111.SH,北方稀土,3,3,0,True,35.28525,35.47475,35.42,False,0.003952569169960474
国信完整已提取原件,AP202204171559836189,002709.SZ,天赐材料,3,3,0,True,81.34625,81.68625,81.55,False,0.0029184549356223175
国信完整已提取原件,AP202204181559970198,600926.SH,杭州银行,3,3,0,True,15.22875,15.38325,15.30,False,0.005098039215686275
国信完整已提取原件,AP202204181559994991,600926.SH,杭州银行,3,3,0,True,15.22875,15.38325,15.30,False,0.005098039215686275
国信完整已提取原件,AP202204181560019640,002920.SZ,德赛西威,3,3,0,True,106.96725,107.54875,107.28,False,0.0006897837434750187
国信完整已提取原件,AP202204181560030967,002415.SZ,海康威视,3,3,0,True,39.74475,40.04475,39.93,False,0.002253944402704733
国信完整已提取原件,AP202204191560210349,300394.SZ,天孚通信,3,3,0,True,23.14975,23.38625,23.23,False,0.0034438226431338786
国信完整已提取原件,AP202204191560226493,600989.SH,宝丰能源,3,3,0,True,16.00025,16.19425,16.08,False,0.0029850746268656717
国信完整已提取原件,AP202204191560234064,603195.SH,公牛集团,3,3,3,True,132.87625,133.29575,134.75,False,0.013951762523191094
国信完整已提取原件,AP202204191560244515,000301.SZ,东方盛虹,3,3,0,True,13.52875,13.69825,13.66,False,0.00644216691068814
国信完整已提取原件,AP202204191560292553,600009.SH,上海机场,3,3,0,True,52.60975,52.76925,52.71,False,0.006640106241699867
国信完整已提取原件,AP202204201560396094,002594.SZ,比亚迪,3,3,0,True,238.92575,239.17725,239.10,False,0.0020075282308657464
国信完整已提取原件,AP202204201560396100,600048.SH,保利发展,3,3,0,True,18.22425,18.41175,18.39,False,0.0076128330614464385
国信完整已提取原件,AP202204201560396188,603501.SH,韦尔股份,3,3,0,True,164.29225,164.60225,164.44,False,0.0026514230114327414
国信完整已提取原件,AP202204201560437432,603885.SH,吉祥航空,3,3,3,True,12.77525,12.83425,14.40,False,0.11743055555555555
国信完整已提取原件,AP202204201560457158,002841.SZ,视源股份,3,3,0,True,68.09925,68.33125,68.25,False,0.003076923076923077
国信完整已提取原件,AP202204211560601866,300454.SZ,深信服,3,3,0,True,99.33275,99.54725,99.40,False,0.002676056338028169
国信完整已提取原件,AP202204211560601869,002384.SZ,东山精密,3,3,0,True,17.37375,17.48475,17.40,False,0.00632183908045977
国信完整已提取原件,AP202204211560626712,601615.SH,明阳智能,3,3,0,True,21.85725,22.03125,22.00,False,0.0055
国信完整已提取原件,AP202204211560635158,601728.SH,中国电信,3,3,0,True,3.92375,3.98925,3.97,False,0.012594458438287154
国信完整已提取原件,AP202204211560644229,002508.SZ,老板电器,3,3,0,True,30.04775,30.37125,30.16,False,0.0022546419098143236
国信完整已提取原件,AP202204221560841250,300498.SZ,温氏股份,3,3,0,True,21.65625,21.83925,21.76,False,0.00666360294117647
国信完整已提取原件,AP202204221560841255,002311.SZ,海大集团,3,3,0,True,61.44775,61.76625,61.73,False,0.0034505102867325448
国信完整已提取原件,AP202204221560848739,600160.SH,巨化股份,3,3,0,True,11.48325,11.64625,11.53,False,0.005377276669557675
国信完整已提取原件,AP202204221560858206,002230.SZ,科大讯飞,3,3,3,True,41.50575,41.74775,39.60,False,0.05333333333333334
国信完整已提取原件,AP202204221560858208,601689.SH,拓普集团,3,3,3,True,47.61575,47.90625,48.60,False,0.018847736625514405
国信完整已提取原件,AP202204221560861761,002839.SZ,张家港行,3,3,0,True,6.57225,6.65175,6.60,False,0.008484848484848486
国信完整已提取原件,AP202204221560864628,600941.SH,中国移动,3,3,0,True,64.47675,64.84225,64.55,False,0.004244771494965143
国信完整已提取原件,AP202204241561240458,688169.SH,石头科技,3,3,0,True,569.46575,570.69475,570.15,False,0.00186266771902131
国信完整已提取原件,AP202204241561269256,601888.SH,中国中免,3,3,0,True,176.90075,177.23325,176.98,False,0.0020680302859080123
国信完整已提取原件,AP202204251561434431,000401.SZ,冀东水泥,3,3,0,True,10.45975,10.64375,10.53,False,0.003798670465337132
国信完整已提取原件,AP202204251561434436,600497.SH,驰宏锌锗,3,3,0,True,5.45225,5.57775,5.51,False,0.0034482758620689655
国信完整已提取原件,AP202204251561434437,300144.SZ,宋城演艺,3,3,0,True,13.57925,13.79875,13.77,False,0.020697167755991286
国信完整已提取原件,AP202204251561434533,300059.SZ,东方财富,3,3,0,True,20.73225,20.95125,20.85,False,0.0027817745803357316
国信完整已提取原件,AP202204251561440226,600516.SH,方大炭素,3,3,0,True,7.29725,7.38875,7.34,False,0.007493188010899182
国信完整已提取原件,AP202204251561484557,603833.SH,欧派家居,3,3,0,True,120.98575,121.31075,121.06,False,0.0027259210308937716
国信完整已提取原件,AP202204251561484660,601633.SH,长城汽车,3,3,0,True,24.28125,24.46425,24.36,False,0.004064039408866995
国信完整已提取原件,AP202204251561504225,600036.SH,招商银行,3,3,3,True,46.77225,46.93075,42.50,False,0.10870588235294118
国信完整已提取原件,AP202204251561516730,300450.SZ,先导智能,3,3,0,True,44.55075,44.92475,44.68,False,0.0020590868397493286
国信完整已提取原件,AP202204251561526092,300628.SZ,亿联网络,3,3,0,True,75.91675,76.12125,76.00,False,0.0025526315789473684
国信完整已提取原件,AP202204261561643525,600050.SH,中国联通,3,3,0,True,3.39325,3.49875,3.48,False,0.020114942528735632
国信完整已提取原件,AP202204261561671904,603486.SH,科沃斯,3,3,0,True,99.45875,99.87175,99.71,False,0.002968608966001404
国信完整已提取原件,AP202204261561671951,600031.SH,三一重工,3,3,0,True,16.79025,16.92225,16.84,False,0.005225653206650831
国信完整已提取原件,AP202204261561672438,600383.SH,金地集团,3,3,0,True,13.65975,13.90275,13.77,False,0.00261437908496732
国信完整已提取原件,AP202204261561699286,300413.SZ,芒果超媒,3,3,0,True,28.81425,29.06625,28.92,False,0.002247579529737206
国信完整已提取原件,AP202204261561699288,300866.SZ,安克创新,3,3,0,True,53.562575,53.624025,53.60,False,0.001580223880597015
国信完整已提取原件,AP202204261561699530,002050.SZ,三花智控,3,3,0,True,13.15725,13.36525,13.33,False,0.006151537884471118
国信完整已提取原件,AP202204261561721172,600999.SH,招商证券,3,3,0,True,12.81725,13.01475,12.94,False,0.0030911901081916537
国信完整已提取原件,AP202204261561721432,688363.SH,华熙生物,3,3,0,True,116.254275,116.486125,116.30,False,0.0019587274290627688
国信完整已提取原件,AP202204261561742078,000792.SZ,盐湖股份,3,3,0,True,26.50125,26.78775,26.64,False,0.0019144144144144144
国信完整已提取原件,AP202204261561764181,601100.SH,恒立液压,3,3,0,True,42.10125,42.42975,42.25,False,0.001467455621301775
国信完整已提取原件,AP202204261561764184,300769.SZ,德方纳米,3,0,0,,,,409.10,True,
国信完整已提取原件,AP202204261561764293,600176.SH,中国巨石,3,3,0,True,14.16525,14.36925,14.30,False,0.004195804195804196
国信完整已提取原件,AP202204261561764299,002756.SZ,永兴材料,3,3,0,True,85.95675,87.09375,86.44,False,0.0014345210550670985
国信完整已提取原件,AP202204271561899119,000877.SZ,天山股份,3,3,0,True,11.69025,11.90025,11.79,False,0.0015267175572519084
国信完整已提取原件,AP202204271561900762,300308.SZ,中际旭创,3,3,3,True,28.68125,28.87725,29.04,False,0.011570247933884297
国信完整已提取原件,AP202204271561940912,300394.SZ,天孚通信,3,3,0,True,18.51525,18.62325,18.60,False,0.006075268817204301
国信完整已提取原件,AP202204271561940918,300896.SZ,爱美客,3,3,0,True,486.639025,487.061775,486.91,False,0.00030847589903678296
国信完整已提取原件,AP202204271561941015,000001.SZ,平安银行,3,3,0,True,14.62975,14.84525,14.73,False,0.0027155465037338763
国信完整已提取原件,AP202204271561941023,300888.SZ,稳健医疗,3,3,3,True,60.19575,60.60075,54.07,False,0.11891991862400592
国信完整已提取原件,AP202204271561941042,002142.SZ,宁波银行,3,3,0,True,35.02825,35.16975,35.15,False,0.006714082503556188
国信完整已提取原件,AP202204271561984428,603501.SH,韦尔股份,3,3,0,True,134.35625,134.77175,134.66,False,0.002866478538541512
国信完整已提取原件,AP202204281562119071,688561.SH,奇安信,3,3,0,True,43.81325,44.33975,44.16,False,0.019429347826086955
国信完整已提取原件,AP202204281562119198,600519.SH,贵州茅台,3,3,0,True,1729.74575,1733.50125,1732.48,False,0.0012052087181381604
