date,execution_date,decision_time,source_date,available_at,source_age_days,term_ratio,target,source_state
2012-06-19,2012-06-20,2012-06-20 09:00:00,2012-06-19,2012-06-20 05:00:00,0.16666666666666666,1.0625680087051144,0.0,VIEW
2012-06-20,2012-06-21,2012-06-21 09:00:00,2012-06-20,2012-06-21 05:00:00,0.16666666666666666,1.0116009280742462,0.0,VIEW
2012-06-21,2012-06-25,2012-06-25 09:00:00,2012-06-22,2012-06-23 05:00:00,2.1666666666666665,0.9906129210381006,1.0,VIEW
2012-06-25,2012-06-26,2012-06-26 09:00:00,2012-06-25,2012-06-26 05:00:00,0.16666666666666666,1.000981354268891,0.0,VIEW
2012-06-26,2012-06-27,2012-06-27 09:00:00,2012-06-26,2012-06-27 05:00:00,0.16666666666666666,0.9503042596348884,1.0,VIEW
2012-06-27,2012-06-28,2012-06-28 09:00:00,2012-06-27,2012-06-28 05:00:00,0.16666666666666666,0.8802056555269924,1.0,VIEW
2012-06-28,2012-06-29,2012-06-29 09:00:00,2012-06-28,2012-06-29 05:00:00,0.16666666666666666,0.9203450025367833,1.0,VIEW
2012-06-29,2012-07-02,2012-07-02 09:00:00,2012-06-29,2012-06-30 05:00:00,2.1666666666666665,0.8788056206088993,1.0,VIEW
2012-07-02,2012-07-03,2012-07-03 09:00:00,2012-07-02,2012-07-03 05:00:00,0.16666666666666666,0.8994047619047618,1.0,VIEW
2012-07-03,2012-07-04,2012-07-04 09:00:00,2012-07-03,2012-07-04 05:00:00,0.16666666666666666,0.8811524609843937,1.0,VIEW
2012-07-04,2012-07-05,2012-07-05 09:00:00,2012-07-03,2012-07-04 05:00:00,1.1666666666666667,0.8811524609843937,1.0,VIEW
2012-07-05,2012-07-06,2012-07-06 09:00:00,2012-07-05,2012-07-06 05:00:00,0.16666666666666666,0.9017142857142857,1.0,VIEW
2012-07-06,2012-07-09,2012-07-09 09:00:00,2012-07-06,2012-07-07 05:00:00,2.1666666666666665,0.8777777777777777,1.0,VIEW
2012-07-09,2012-07-10,2012-07-10 09:00:00,2012-07-09,2012-07-10 05:00:00,0.16666666666666666,0.9527252502780866,1.0,VIEW
2012-07-10,2012-07-11,2012-07-11 09:00:00,2012-07-10,2012-07-11 05:00:00,0.16666666666666666,0.966880341880342,1.0,VIEW
2012-07-11,2012-07-12,2012-07-12 09:00:00,2012-07-11,2012-07-12 05:00:00,0.16666666666666666,0.9615598885793873,1.0,VIEW
2012-07-12,2012-07-13,2012-07-13 09:00:00,2012-07-12,2012-07-13 05:00:00,0.16666666666666666,0.982542280414621,1.0,VIEW
2012-07-13,2012-07-16,2012-07-16 09:00:00,2012-07-13,2012-07-14 05:00:00,2.1666666666666665,0.878136200716846,1.0,VIEW
2012-07-16,2012-07-17,2012-07-17 09:00:00,2012-07-16,2012-07-17 05:00:00,0.16666666666666666,0.9661016949152543,1.0,VIEW
2012-07-17,2012-07-18,2012-07-18 09:00:00,2012-07-17,2012-07-18 05:00:00,0.16666666666666666,0.9484223300970874,1.0,VIEW
2012-07-18,2012-07-19,2012-07-19 09:00:00,2012-07-18,2012-07-19 05:00:00,0.16666666666666666,0.9282178217821783,1.0,VIEW
2012-07-19,2012-07-20,2012-07-20 09:00:00,2012-07-19,2012-07-20 05:00:00,0.16666666666666666,0.9268608414239483,1.0,VIEW
2012-07-20,2012-07-23,2012-07-23 09:00:00,2012-07-20,2012-07-21 05:00:00,2.1666666666666665,0.9594345421020283,1.0,VIEW
2012-07-23,2012-07-24,2012-07-24 09:00:00,2012-07-23,2012-07-24 05:00:00,0.16666666666666666,1.0214822771213747,0.0,VIEW
2012-07-24,2012-07-25,2012-07-25 09:00:00,2012-07-24,2012-07-25 05:00:00,0.16666666666666666,1.0337078651685394,0.0,VIEW
2012-07-25,2012-07-26,2012-07-26 09:00:00,2012-07-25,2012-07-26 05:00:00,0.16666666666666666,0.998448810754912,1.0,VIEW
2012-07-26,2012-07-27,2012-07-27 09:00:00,2012-07-26,2012-07-27 05:00:00,0.16666666666666666,1.015402167712493,0.0,VIEW
2012-07-27,2012-07-30,2012-07-30 09:00:00,2012-07-27,2012-07-28 05:00:00,2.1666666666666665,0.9760479041916168,1.0,VIEW
2012-07-30,2012-07-31,2012-07-31 09:00:00,2012-07-30,2012-07-31 05:00:00,0.16666666666666666,1.0460343871325568,0.0,VIEW
2012-07-31,2012-08-01,2012-08-01 09:00:00,2012-07-31,2012-08-01 05:00:00,0.16666666666666666,1.0491283676703644,0.0,VIEW
2012-08-01,2012-08-02,2012-08-02 09:00:00,2012-08-01,2012-08-02 05:00:00,0.16666666666666666,1.096518987341772,0.0,VIEW
2012-08-02,2012-08-03,2012-08-03 09:00:00,2012-08-02,2012-08-03 05:00:00,0.16666666666666666,0.9470688673875926,1.0,VIEW
2012-08-03,2012-08-06,2012-08-06 09:00:00,2012-08-03,2012-08-04 05:00:00,2.1666666666666665,0.907928388746803,1.0,VIEW
2012-08-06,2012-08-07,2012-08-07 09:00:00,2012-08-06,2012-08-07 05:00:00,0.16666666666666666,0.9310344827586207,1.0,VIEW
2012-08-07,2012-08-08,2012-08-08 09:00:00,2012-08-07,2012-08-08 05:00:00,0.16666666666666666,0.9180737961225766,1.0,VIEW
2012-08-08,2012-08-09,2012-08-09 09:00:00,2012-08-08,2012-08-09 05:00:00,0.16666666666666666,0.8825065274151436,1.0,VIEW
2012-08-09,2012-08-10,2012-08-10 09:00:00,2012-08-09,2012-08-10 05:00:00,0.16666666666666666,0.8507853403141361,1.0,VIEW
2012-08-10,2012-08-13,2012-08-13 09:00:00,2012-08-10,2012-08-11 05:00:00,2.1666666666666665,0.844640434192673,1.0,VIEW
2012-08-13,2012-08-14,2012-08-14 09:00:00,2012-08-13,2012-08-14 05:00:00,0.16666666666666666,0.9598540145985403,1.0,VIEW
2012-08-14,2012-08-15,2012-08-15 09:00:00,2012-08-14,2012-08-15 05:00:00,0.16666666666666666,0.8767676767676768,1.0,VIEW
2012-08-15,2012-08-16,2012-08-16 09:00:00,2012-08-15,2012-08-16 05:00:00,0.16666666666666666,0.845522898154477,1.0,VIEW
2012-08-16,2012-08-17,2012-08-17 09:00:00,2012-08-16,2012-08-17 05:00:00,0.16666666666666666,0.8642407277816655,1.0,VIEW
2012-08-17,2012-08-20,2012-08-20 09:00:00,2012-08-17,2012-08-18 05:00:00,2.1666666666666665,0.8550185873605949,1.0,VIEW
2012-08-20,2012-08-21,2012-08-21 09:00:00,2012-08-20,2012-08-21 05:00:00,0.16666666666666666,0.8730385164051355,1.0,VIEW
2012-08-21,2012-08-22,2012-08-22 09:00:00,2012-08-21,2012-08-22 05:00:00,0.16666666666666666,0.8794940079893476,1.0,VIEW
2012-08-22,2012-08-23,2012-08-23 09:00:00,2012-08-22,2012-08-23 05:00:00,0.16666666666666666,0.8702845797485109,1.0,VIEW
2012-08-23,2012-08-24,2012-08-24 09:00:00,2012-08-23,2012-08-24 05:00:00,0.16666666666666666,0.856516290726817,1.0,VIEW
2012-08-24,2012-08-27,2012-08-27 09:00:00,2012-08-24,2012-08-25 05:00:00,2.1666666666666665,0.8629776021080369,1.0,VIEW
2012-08-27,2012-08-28,2012-08-28 09:00:00,2012-08-27,2012-08-28 05:00:00,0.16666666666666666,0.910703363914373,1.0,VIEW
2012-08-28,2012-08-29,2012-08-29 09:00:00,2012-08-28,2012-08-29 05:00:00,0.16666666666666666,0.9223771983020014,1.0,VIEW
2012-08-29,2012-08-30,2012-08-30 09:00:00,2012-08-29,2012-08-30 05:00:00,0.16666666666666666,0.8962485345838218,1.0,VIEW
2012-08-30,2012-08-31,2012-08-31 09:00:00,2012-08-30,2012-08-31 05:00:00,0.16666666666666666,0.946158160403814,1.0,VIEW
2012-08-31,2012-09-03,2012-09-03 09:00:00,2012-08-31,2012-09-01 05:00:00,2.1666666666666665,0.9004006868918146,1.0,VIEW
2012-09-03,2012-09-04,2012-09-04 09:00:00,2012-08-31,2012-09-01 05:00:00,3.1666666666666665,0.9004006868918146,1.0,VIEW
2012-09-04,2012-09-05,2012-09-05 09:00:00,2012-09-04,2012-09-05 05:00:00,0.16666666666666666,0.9694104560622914,1.0,VIEW
2012-09-05,2012-09-06,2012-09-06 09:00:00,2012-09-05,2012-09-06 05:00:00,0.16666666666666666,1.0090191657271703,0.0,VIEW
2012-09-06,2012-09-07,2012-09-07 09:00:00,2012-09-06,2012-09-07 05:00:00,0.16666666666666666,0.9602564102564103,1.0,VIEW
2012-09-07,2012-09-10,2012-09-10 09:00:00,2012-09-07,2012-09-08 05:00:00,2.1666666666666665,0.9214186369958275,1.0,VIEW
2012-09-10,2012-09-11,2012-09-11 09:00:00,2012-09-10,2012-09-11 05:00:00,0.16666666666666666,1.0405405405405406,0.0,VIEW
2012-09-11,2012-09-12,2012-09-12 09:00:00,2012-09-11,2012-09-12 05:00:00,0.16666666666666666,1.032297379646557,0.0,VIEW
2012-09-12,2012-09-13,2012-09-13 09:00:00,2012-09-12,2012-09-13 05:00:00,0.16666666666666666,1.0094936708860758,0.0,VIEW
2012-09-13,2012-09-14,2012-09-14 09:00:00,2012-09-13,2012-09-14 05:00:00,0.16666666666666666,1.0291814946619218,0.0,VIEW
2012-09-14,2012-09-17,2012-09-17 09:00:00,2012-09-14,2012-09-15 05:00:00,2.1666666666666665,0.9731219848380427,1.0,VIEW
2012-09-17,2012-09-18,2012-09-18 09:00:00,2012-09-17,2012-09-18 05:00:00,0.16666666666666666,0.9664153529814942,1.0,VIEW
2012-09-18,2012-09-19,2012-09-19 09:00:00,2012-09-18,2012-09-19 05:00:00,0.16666666666666666,0.9478138222849083,1.0,VIEW
2012-09-19,2012-09-20,2012-09-20 09:00:00,2012-09-19,2012-09-20 05:00:00,0.16666666666666666,0.9416426512968299,1.0,VIEW
2012-09-20,2012-09-21,2012-09-21 09:00:00,2012-09-20,2012-09-21 05:00:00,0.16666666666666666,0.916133617626155,1.0,VIEW
2012-09-21,2012-09-24,2012-09-24 09:00:00,2012-09-21,2012-09-22 05:00:00,2.1666666666666665,0.9456366237482118,1.0,VIEW
2012-09-24,2012-09-25,2012-09-25 09:00:00,2012-09-24,2012-09-25 05:00:00,0.16666666666666666,0.934982332155477,1.0,VIEW
2012-09-25,2012-09-26,2012-09-26 09:00:00,2012-09-25,2012-09-26 05:00:00,0.16666666666666666,0.9591704471808167,1.0,VIEW
2012-09-26,2012-09-27,2012-09-27 09:00:00,2012-09-26,2012-09-27 05:00:00,0.16666666666666666,0.977989292088043,1.0,VIEW
2012-09-27,2012-09-28,2012-09-28 09:00:00,2012-09-27,2012-09-28 05:00:00,0.16666666666666666,0.9467654986522912,1.0,VIEW
2012-09-28,2012-10-08,2012-10-08 09:00:00,2012-10-05,2012-10-06 05:00:00,2.1666666666666665,0.8534542916957433,1.0,VIEW
2012-10-08,2012-10-09,2012-10-09 09:00:00,2012-10-08,2012-10-09 05:00:00,0.16666666666666666,0.9377895433487756,1.0,VIEW
2012-10-09,2012-10-10,2012-10-10 09:00:00,2012-10-09,2012-10-10 05:00:00,0.16666666666666666,0.9761759315821624,1.0,VIEW
2012-10-10,2012-10-11,2012-10-11 09:00:00,2012-10-10,2012-10-11 05:00:00,0.16666666666666666,0.9779005524861879,1.0,VIEW
2012-10-11,2012-10-12,2012-10-12 09:00:00,2012-10-11,2012-10-12 05:00:00,0.16666666666666666,0.9281590763309815,1.0,VIEW
2012-10-12,2012-10-15,2012-10-15 09:00:00,2012-10-12,2012-10-13 05:00:00,2.1666666666666665,0.959727385377943,1.0,VIEW
2012-10-15,2012-10-16,2012-10-16 09:00:00,2012-10-15,2012-10-16 05:00:00,0.16666666666666666,0.9377865094957434,1.0,VIEW
2012-10-16,2012-10-17,2012-10-17 09:00:00,2012-10-16,2012-10-17 05:00:00,0.16666666666666666,0.8915900131406045,1.0,VIEW
2012-10-17,2012-10-18,2012-10-18 09:00:00,2012-10-17,2012-10-18 05:00:00,0.16666666666666666,0.8772395487723955,1.0,VIEW
2012-10-18,2012-10-19,2012-10-19 09:00:00,2012-10-18,2012-10-19 05:00:00,0.16666666666666666,0.908183632734531,1.0,VIEW
2012-10-19,2012-10-22,2012-10-22 09:00:00,2012-10-19,2012-10-20 05:00:00,2.1666666666666665,1.033997655334115,0.0,VIEW
2012-10-22,2012-10-23,2012-10-23 09:00:00,2012-10-22,2012-10-23 05:00:00,0.16666666666666666,1.009626955475331,0.0,VIEW
2012-10-23,2012-10-24,2012-10-24 09:00:00,2012-10-23,2012-10-24 05:00:00,0.16666666666666666,1.0945300053106746,0.0,VIEW
2012-10-24,2012-10-25,2012-10-25 09:00:00,2012-10-24,2012-10-25 05:00:00,0.16666666666666666,1.033278777959629,0.0,VIEW
2012-10-25,2012-10-26,2012-10-26 09:00:00,2012-10-25,2012-10-26 05:00:00,0.16666666666666666,1.0082781456953642,0.0,VIEW
2012-10-26,2012-10-29,2012-10-29 09:00:00,2012-10-26,2012-10-27 05:00:00,2.1666666666666665,0.9432902863559799,1.0,VIEW
2012-10-29,2012-10-30,2012-10-30 09:00:00,2012-10-26,2012-10-27 05:00:00,3.1666666666666665,0.9432902863559799,1.0,VIEW
2012-10-30,2012-10-31,2012-10-31 09:00:00,2012-10-26,2012-10-27 05:00:00,4.166666666666667,0.9432902863559799,1.0,VIEW
2012-10-31,2012-11-01,2012-11-01 09:00:00,2012-10-31,2012-11-01 05:00:00,0.16666666666666666,1.029569892473118,0.0,VIEW
2012-11-01,2012-11-02,2012-11-02 09:00:00,2012-11-01,2012-11-02 05:00:00,0.16666666666666666,1.0395446375074895,0.0,VIEW
2012-11-02,2012-11-05,2012-11-05 09:00:00,2012-11-02,2012-11-03 05:00:00,2.1666666666666665,1.052302444570779,0.0,VIEW
2012-11-05,2012-11-06,2012-11-06 09:00:00,2012-11-05,2012-11-06 06:00:00,0.125,1.1102062975027143,0.0,VIEW
2012-11-06,2012-11-07,2012-11-07 09:00:00,2012-11-06,2012-11-07 06:00:00,0.125,1.0978384527872584,0.0,VIEW
2012-11-07,2012-11-08,2012-11-08 09:00:00,2012-11-07,2012-11-08 06:00:00,0.125,1.0414046121593292,0.0,VIEW
2012-11-08,2012-11-09,2012-11-09 09:00:00,2012-11-08,2012-11-09 06:00:00,0.125,0.9832341806381829,1.0,VIEW
2012-11-09,2012-11-12,2012-11-12 09:00:00,2012-11-09,2012-11-10 06:00:00,2.125,0.9940891993551854,1.0,VIEW
2012-11-12,2012-11-13,2012-11-13 09:00:00,2012-11-12,2012-11-13 06:00:00,0.125,0.9754196642685852,1.0,VIEW
2012-11-13,2012-11-14,2012-11-14 09:00:00,2012-11-13,2012-11-14 06:00:00,0.125,0.9759759759759761,1.0,VIEW
2012-11-14,2012-11-15,2012-11-15 09:00:00,2012-11-14,2012-11-15 06:00:00,0.125,1.0418526785714286,0.0,VIEW
2012-11-15,2012-11-16,2012-11-16 09:00:00,2012-11-15,2012-11-16 06:00:00,0.125,1.0522512506948305,0.0,VIEW
2012-11-16,2012-11-19,2012-11-19 09:00:00,2012-11-16,2012-11-17 06:00:00,2.125,1.0396099939061547,0.0,VIEW
2012-11-19,2012-11-20,2012-11-20 09:00:00,2012-11-19,2012-11-20 06:00:00,0.125,1.0216535433070866,0.0,VIEW
2012-11-20,2012-11-21,2012-11-21 09:00:00,2012-11-20,2012-11-21 06:00:00,0.125,1.0106100795755968,0.0,VIEW
2012-11-21,2012-11-22,2012-11-22 09:00:00,2012-11-21,2012-11-22 06:00:00,0.125,1.001306335728282,0.0,VIEW
2012-11-22,2012-11-23,2012-11-23 09:00:00,2012-11-21,2012-11-22 06:00:00,1.125,1.001306335728282,0.0,VIEW
2012-11-23,2012-11-26,2012-11-26 09:00:00,2012-11-23,2012-11-24 06:00:00,2.125,1.0072655217965654,0.0,VIEW
2012-11-26,2012-11-27,2012-11-27 09:00:00,2012-11-26,2012-11-27 06:00:00,0.125,1.0329032258064517,0.0,VIEW
2012-11-27,2012-11-28,2012-11-28 09:00:00,2012-11-27,2012-11-28 06:00:00,0.125,1.0125628140703518,0.0,VIEW
2012-11-28,2012-11-29,2012-11-29 09:00:00,2012-11-28,2012-11-29 06:00:00,0.125,1.0135396518375241,0.0,VIEW
2012-11-29,2012-11-30,2012-11-30 09:00:00,2012-11-29,2012-11-30 06:00:00,0.125,1.0092961487383798,0.0,VIEW
2012-11-30,2012-12-03,2012-12-03 09:00:00,2012-11-30,2012-12-01 06:00:00,2.125,0.9962192816635161,1.0,VIEW
2012-12-03,2012-12-04,2012-12-04 09:00:00,2012-12-03,2012-12-04 06:00:00,0.125,1.0276442307692308,0.0,VIEW
2012-12-04,2012-12-05,2012-12-05 09:00:00,2012-12-04,2012-12-05 06:00:00,0.125,1.004088785046729,0.0,VIEW
2012-12-05,2012-12-06,2012-12-06 09:00:00,2012-12-05,2012-12-06 06:00:00,0.125,0.9708383961117861,1.0,VIEW
2012-12-06,2012-12-07,2012-12-07 09:00:00,2012-12-06,2012-12-07 06:00:00,0.125,0.9620024125452353,1.0,VIEW
2012-12-07,2012-12-10,2012-12-10 09:00:00,2012-12-07,2012-12-08 06:00:00,2.125,0.9591194968553459,1.0,VIEW
2012-12-10,2012-12-11,2012-12-11 09:00:00,2012-12-10,2012-12-11 06:00:00,0.125,0.9445482866043613,1.0,VIEW
2012-12-11,2012-12-12,2012-12-12 09:00:00,2012-12-11,2012-12-12 06:00:00,0.125,0.976878612716763,1.0,VIEW
2012-12-12,2012-12-13,2012-12-13 09:00:00,2012-12-12,2012-12-13 06:00:00,0.125,0.9567398119122257,1.0,VIEW
2012-12-13,2012-12-14,2012-12-14 09:00:00,2012-12-13,2012-12-14 06:00:00,0.125,0.9522946859903382,1.0,VIEW
2012-12-14,2012-12-17,2012-12-17 09:00:00,2012-12-14,2012-12-15 06:00:00,2.125,0.9699999999999999,1.0,VIEW
2012-12-17,2012-12-18,2012-12-18 09:00:00,2012-12-17,2012-12-18 06:00:00,0.125,1.0140758873929008,0.0,VIEW
2012-12-18,2012-12-19,2012-12-19 09:00:00,2012-12-18,2012-12-19 06:00:00,0.125,1.0417469492614,0.0,VIEW
2012-12-19,2012-12-20,2012-12-20 09:00:00,2012-12-19,2012-12-20 06:00:00,0.125,1.0639400921658986,0.0,VIEW
2012-12-20,2012-12-21,2012-12-21 09:00:00,2012-12-20,2012-12-21 06:00:00,0.125,1.0775325410299943,0.0,VIEW
2012-12-21,2012-12-24,2012-12-24 09:00:00,2012-12-21,2012-12-22 06:00:00,2.125,1.0201793721973094,0.0,VIEW
2012-12-24,2012-12-25,2012-12-25 09:00:00,2012-12-24,2012-12-25 06:00:00,0.125,1.1278026905829597,0.0,VIEW
2012-12-25,2012-12-26,2012-12-26 09:00:00,2012-12-24,2012-12-25 06:00:00,1.125,1.1278026905829597,0.0,VIEW
2012-12-26,2012-12-27,2012-12-27 09:00:00,2012-12-26,2012-12-27 06:00:00,0.125,1.1026694045174539,0.0,VIEW
2012-12-27,2012-12-28,2012-12-28 09:00:00,2012-12-27,2012-12-28 06:00:00,0.125,1.1135079609655882,0.0,VIEW
2012-12-28,2012-12-31,2012-12-31 09:00:00,2012-12-28,2012-12-29 06:00:00,2.125,1.185299295774648,0.0,VIEW
2012-12-31,2013-01-04,2013-01-04 09:00:00,2013-01-03,2013-01-04 06:00:00,0.125,0.9134615384615384,1.0,VIEW
2013-01-04,2013-01-07,2013-01-07 09:00:00,2013-01-04,2013-01-05 06:00:00,2.125,0.8402024584237165,1.0,VIEW
2013-01-07,2013-01-08,2013-01-08 09:00:00,2013-01-07,2013-01-08 06:00:00,0.125,0.8694706308919508,1.0,VIEW
2013-01-08,2013-01-09,2013-01-09 09:00:00,2013-01-08,2013-01-09 06:00:00,0.125,0.8634361233480177,1.0,VIEW
2013-01-09,2013-01-10,2013-01-10 09:00:00,2013-01-09,2013-01-10 06:00:00,0.125,0.8399710354815351,1.0,VIEW
2013-01-10,2013-01-11,2013-01-11 09:00:00,2013-01-10,2013-01-11 06:00:00,0.125,0.8280207561156412,1.0,VIEW
2013-01-11,2013-01-14,2013-01-14 09:00:00,2013-01-11,2013-01-12 06:00:00,2.125,0.8398203592814372,1.0,VIEW
2013-01-14,2013-01-15,2013-01-15 09:00:00,2013-01-14,2013-01-15 06:00:00,0.125,0.8986686390532544,1.0,VIEW
2013-01-15,2013-01-16,2013-01-16 09:00:00,2013-01-15,2013-01-16 06:00:00,0.125,0.88929889298893,1.0,VIEW
2013-01-16,2013-01-17,2013-01-17 09:00:00,2013-01-16,2013-01-17 06:00:00,0.125,0.8815201192250373,1.0,VIEW
2013-01-17,2013-01-18,2013-01-18 09:00:00,2013-01-17,2013-01-18 06:00:00,0.125,0.9130434782608696,1.0,VIEW
2013-01-18,2013-01-21,2013-01-21 09:00:00,2013-01-18,2013-01-19 06:00:00,2.125,0.8747993579454253,1.0,VIEW
2013-01-21,2013-01-22,2013-01-22 09:00:00,2013-01-18,2013-01-19 06:00:00,3.125,0.8747993579454253,1.0,VIEW
2013-01-22,2013-01-23,2013-01-23 09:00:00,2013-01-22,2013-01-23 06:00:00,0.125,0.9018503620273532,1.0,VIEW
2013-01-23,2013-01-24,2013-01-24 09:00:00,2013-01-23,2013-01-24 06:00:00,0.125,0.886035313001605,1.0,VIEW
2013-01-24,2013-01-25,2013-01-25 09:00:00,2013-01-24,2013-01-25 06:00:00,0.125,0.8762805358550039,1.0,VIEW
2013-01-25,2013-01-28,2013-01-28 09:00:00,2013-01-25,2013-01-26 06:00:00,2.125,0.9022498060512025,1.0,VIEW
2013-01-28,2013-01-29,2013-01-29 09:00:00,2013-01-28,2013-01-29 06:00:00,0.125,0.9587324981577008,1.0,VIEW
2013-01-29,2013-01-30,2013-01-30 09:00:00,2013-01-29,2013-01-30 06:00:00,0.125,0.9887302779864763,1.0,VIEW
2013-01-30,2013-01-31,2013-01-31 09:00:00,2013-01-30,2013-01-31 06:00:00,0.125,0.994413407821229,1.0,VIEW
2013-01-31,2013-02-01,2013-02-01 09:00:00,2013-01-31,2013-02-01 06:00:00,0.125,0.9824929971988795,1.0,VIEW
2013-02-01,2013-02-04,2013-02-04 09:00:00,2013-02-01,2013-02-02 06:00:00,2.125,0.8410852713178294,1.0,VIEW
2013-02-04,2013-02-05,2013-02-05 09:00:00,2013-02-04,2013-02-05 06:00:00,0.125,0.9713701431492843,1.0,VIEW
2013-02-05,2013-02-06,2013-02-06 09:00:00,2013-02-05,2013-02-06 06:00:00,0.125,0.9314868804664722,1.0,VIEW
2013-02-06,2013-02-07,2013-02-07 09:00:00,2013-02-06,2013-02-07 06:00:00,0.125,0.8978374347501864,1.0,VIEW
2013-02-07,2013-02-08,2013-02-08 09:00:00,2013-02-07,2013-02-08 06:00:00,0.125,0.8911111111111111,1.0,VIEW
2013-02-08,2013-02-18,2013-02-18 09:00:00,2013-02-15,2013-02-16 06:00:00,2.125,0.8659711075441411,1.0,VIEW
2013-02-18,2013-02-19,2013-02-19 09:00:00,2013-02-15,2013-02-16 06:00:00,3.125,0.8659711075441411,1.0,VIEW
2013-02-19,2013-02-20,2013-02-20 09:00:00,2013-02-19,2013-02-20 06:00:00,0.125,0.9285134037367992,1.0,VIEW
2013-02-20,2013-02-21,2013-02-21 09:00:00,2013-02-20,2013-02-21 06:00:00,0.125,1.0463215258855585,0.0,VIEW
2013-02-21,2013-02-22,2013-02-22 09:00:00,2013-02-21,2013-02-22 06:00:00,0.125,1.051905387647832,0.0,VIEW
2013-02-22,2013-02-25,2013-02-25 09:00:00,2013-02-22,2013-02-23 06:00:00,2.125,1.0289343683839096,0.0,VIEW
2013-02-25,2013-02-26,2013-02-26 09:00:00,2013-02-25,2013-02-26 06:00:00,0.125,1.151658767772512,0.0,VIEW
2013-02-26,2013-02-27,2013-02-27 09:00:00,2013-02-26,2013-02-27 06:00:00,0.125,1.0735032602252519,0.0,VIEW
2013-02-27,2013-02-28,2013-02-28 09:00:00,2013-02-27,2013-02-28 06:00:00,0.125,1.0122199592668024,0.0,VIEW
2013-02-28,2013-03-01,2013-03-01 09:00:00,2013-02-28,2013-03-01 06:00:00,0.125,1.0309477756286267,0.0,VIEW
2013-03-01,2013-03-04,2013-03-04 09:00:00,2013-03-01,2013-03-02 06:00:00,2.125,0.9472656250000001,1.0,VIEW
2013-03-04,2013-03-05,2013-03-05 09:00:00,2013-03-04,2013-03-05 06:00:00,0.125,0.9229122055674518,1.0,VIEW
2013-03-05,2013-03-06,2013-03-06 09:00:00,2013-03-05,2013-03-06 06:00:00,0.125,0.9302670623145399,1.0,VIEW
2013-03-06,2013-03-07,2013-03-07 09:00:00,2013-03-06,2013-03-07 06:00:00,0.125,0.9031781226903179,1.0,VIEW
2013-03-07,2013-03-08,2013-03-08 09:00:00,2013-03-07,2013-03-08 06:00:00,0.125,0.8950995405819295,1.0,VIEW
2013-03-08,2013-03-11,2013-03-11 09:00:00,2013-03-08,2013-03-09 06:00:00,2.125,0.8554408260524226,1.0,VIEW
2013-03-11,2013-03-12,2013-03-12 09:00:00,2013-03-11,2013-03-12 05:00:00,0.16666666666666666,0.9731833910034602,1.0,VIEW
2013-03-12,2013-03-13,2013-03-13 09:00:00,2013-03-12,2013-03-13 05:00:00,0.16666666666666666,1.017114914425428,0.0,VIEW
2013-03-13,2013-03-14,2013-03-14 09:00:00,2013-03-13,2013-03-14 05:00:00,0.16666666666666666,0.9653423499577346,1.0,VIEW
