fit_index,fit_origin,status,failure,source_input_identity,first_attempt_fit_index,parameter_first_fit_index,reused_previous_input,fixed_prediction_identity,active_factor_count,prior_advantage,payoff_advantage,payoff_disadvantage,all_constant_model
2742,2023-09-01,FIT_COMPLETE,,0e90be5cf4f477c1e95c0b6b44ec3fb2146b610d2d79ac9ed5f00b6a146ea1c6,2520.0,2520.0,True,59cf0316edf52f8e17708d473c5e69e95443ec6690eda7d6ec91d370e77e9970,7.0,0.3181330283101957,0.03602423038253821,-0.036742650708847885,False
2762,2023-10-09,FIT_COMPLETE,,0e90be5cf4f477c1e95c0b6b44ec3fb2146b610d2d79ac9ed5f00b6a146ea1c6,2520.0,2520.0,True,59cf0316edf52f8e17708d473c5e69e95443ec6690eda7d6ec91d370e77e9970,7.0,0.3181330283101957,0.03602423038253821,-0.036742650708847885,False
2779,2023-11-01,FIT_COMPLETE,,0e90be5cf4f477c1e95c0b6b44ec3fb2146b610d2d79ac9ed5f00b6a146ea1c6,2520.0,2520.0,True,59cf0316edf52f8e17708d473c5e69e95443ec6690eda7d6ec91d370e77e9970,7.0,0.3181330283101957,0.03602423038253821,-0.036742650708847885,False
2801,2023-12-01,FIT_COMPLETE,,0e90be5cf4f477c1e95c0b6b44ec3fb2146b610d2d79ac9ed5f00b6a146ea1c6,2520.0,2520.0,True,59cf0316edf52f8e17708d473c5e69e95443ec6690eda7d6ec91d370e77e9970,7.0,0.3181330283101957,0.03602423038253821,-0.036742650708847885,False
2822,2024-01-02,FIT_COMPLETE,,0e90be5cf4f477c1e95c0b6b44ec3fb2146b610d2d79ac9ed5f00b6a146ea1c6,2520.0,2520.0,True,59cf0316edf52f8e17708d473c5e69e95443ec6690eda7d6ec91d370e77e9970,7.0,0.3181330283101957,0.03602423038253821,-0.036742650708847885,False
2844,2024-02-01,FIT_COMPLETE,,0e90be5cf4f477c1e95c0b6b44ec3fb2146b610d2d79ac9ed5f00b6a146ea1c6,2520.0,2520.0,True,59cf0316edf52f8e17708d473c5e69e95443ec6690eda7d6ec91d370e77e9970,7.0,0.3181330283101957,0.03602423038253821,-0.036742650708847885,False
2859,2024-03-01,FIT_COMPLETE,,0e90be5cf4f477c1e95c0b6b44ec3fb2146b610d2d79ac9ed5f00b6a146ea1c6,2520.0,2520.0,True,59cf0316edf52f8e17708d473c5e69e95443ec6690eda7d6ec91d370e77e9970,7.0,0.3181330283101957,0.03602423038253821,-0.036742650708847885,False
2880,2024-04-01,FIT_COMPLETE,,0e90be5cf4f477c1e95c0b6b44ec3fb2146b610d2d79ac9ed5f00b6a146ea1c6,2520.0,2520.0,True,59cf0316edf52f8e17708d473c5e69e95443ec6690eda7d6ec91d370e77e9970,7.0,0.3181330283101957,0.03602423038253821,-0.036742650708847885,False
2900,2024-05-06,FIT_COMPLETE,,0e90be5cf4f477c1e95c0b6b44ec3fb2146b610d2d79ac9ed5f00b6a146ea1c6,2520.0,2520.0,True,59cf0316edf52f8e17708d473c5e69e95443ec6690eda7d6ec91d370e77e9970,7.0,0.3181330283101957,0.03602423038253821,-0.036742650708847885,False
2920,2024-06-03,FIT_COMPLETE,,8a6255c33fc2c0e0429792014c975b441c98b0de3d10bfc050e6598cc9f0c571,2920.0,2920.0,False,660fd70d88d2f042be04ecddd7b9985f7268430d86ff38ac8964c1700eaddee8,7.0,0.3376245537339245,0.03520333907764576,-0.03728429081169247,False
2939,2024-07-01,FIT_COMPLETE,,8a6255c33fc2c0e0429792014c975b441c98b0de3d10bfc050e6598cc9f0c571,2920.0,2920.0,True,660fd70d88d2f042be04ecddd7b9985f7268430d86ff38ac8964c1700eaddee8,7.0,0.3376245537339245,0.03520333907764576,-0.03728429081169247,False
2962,2024-08-01,FIT_COMPLETE,,51ef1d2b7208fa545d603d364d69d9b14519b1febf4ab8f8d9626784d31b1431,2962.0,2962.0,False,3937d8ffc6984146458299346581f8d148661b3b043c47fbc0be0dc7ca8706c6,7.0,0.3376245537339245,0.03520333907764576,-0.037811358181187346,False
2984,2024-09-02,FIT_COMPLETE,,51ef1d2b7208fa545d603d364d69d9b14519b1febf4ab8f8d9626784d31b1431,2962.0,2962.0,True,3937d8ffc6984146458299346581f8d148661b3b043c47fbc0be0dc7ca8706c6,7.0,0.3376245537339245,0.03520333907764576,-0.037811358181187346,False
3003,2024-10-08,FIT_COMPLETE,,b15cbc77a4615e60cfe805ac67686e77a972ccadfad853e4bd003094def68ffe,3003.0,3003.0,False,28d1e03c2b254f255d411e3f10ea5d3de080bc34cf8d565e26b4b486f9d99d62,7.0,0.2969465876322296,0.034798159275058575,-0.03818361921209509,False
3021,2024-11-01,FIT_COMPLETE,,80a58080f9fdb637b3b8d5da03f555a6194890cbea03866cdca06408a70c50b6,3021.0,3021.0,False,84f5f962be73e7fba432a18a0487c659005fdf4cd971b9938a7a7117d5c1022b,7.0,0.2938957401746025,0.04313199454266291,-0.040311647113905065,False
3042,2024-12-02,FIT_COMPLETE,,80a58080f9fdb637b3b8d5da03f555a6194890cbea03866cdca06408a70c50b6,3021.0,3021.0,True,84f5f962be73e7fba432a18a0487c659005fdf4cd971b9938a7a7117d5c1022b,7.0,0.2938957401746025,0.04313199454266291,-0.040311647113905065,False
3064,2025-01-02,FIT_COMPLETE,,80a58080f9fdb637b3b8d5da03f555a6194890cbea03866cdca06408a70c50b6,3021.0,3021.0,True,84f5f962be73e7fba432a18a0487c659005fdf4cd971b9938a7a7117d5c1022b,7.0,0.2938957401746025,0.04313199454266291,-0.040311647113905065,False
3082,2025-02-05,FIT_COMPLETE,,80a58080f9fdb637b3b8d5da03f555a6194890cbea03866cdca06408a70c50b6,3021.0,3021.0,True,84f5f962be73e7fba432a18a0487c659005fdf4cd971b9938a7a7117d5c1022b,7.0,0.2938957401746025,0.04313199454266291,-0.040311647113905065,False
3100,2025-03-03,FIT_COMPLETE,,80a58080f9fdb637b3b8d5da03f555a6194890cbea03866cdca06408a70c50b6,3021.0,3021.0,True,84f5f962be73e7fba432a18a0487c659005fdf4cd971b9938a7a7117d5c1022b,7.0,0.2938957401746025,0.04313199454266291,-0.040311647113905065,False
3121,2025-04-01,FIT_COMPLETE,,80a58080f9fdb637b3b8d5da03f555a6194890cbea03866cdca06408a70c50b6,3021.0,3021.0,True,84f5f962be73e7fba432a18a0487c659005fdf4cd971b9938a7a7117d5c1022b,7.0,0.2938957401746025,0.04313199454266291,-0.040311647113905065,False
3142,2025-05-06,FIT_COMPLETE,,80a58080f9fdb637b3b8d5da03f555a6194890cbea03866cdca06408a70c50b6,3021.0,3021.0,True,84f5f962be73e7fba432a18a0487c659005fdf4cd971b9938a7a7117d5c1022b,7.0,0.2938957401746025,0.04313199454266291,-0.040311647113905065,False
3161,2025-06-03,FIT_COMPLETE,,80a58080f9fdb637b3b8d5da03f555a6194890cbea03866cdca06408a70c50b6,3021.0,3021.0,True,84f5f962be73e7fba432a18a0487c659005fdf4cd971b9938a7a7117d5c1022b,7.0,0.2938957401746025,0.04313199454266291,-0.040311647113905065,False
3181,2025-07-01,FIT_COMPLETE,,80a58080f9fdb637b3b8d5da03f555a6194890cbea03866cdca06408a70c50b6,3021.0,3021.0,True,84f5f962be73e7fba432a18a0487c659005fdf4cd971b9938a7a7117d5c1022b,7.0,0.2938957401746025,0.04313199454266291,-0.040311647113905065,False
3204,2025-08-01,FIT_COMPLETE,,9133acbc4344b95c1a24ee164551c08f18fccbe57b560a804ba5340dbc7cde61,3204.0,3204.0,False,5be7d1f82ef2a91793b55f145bf13de50391d764aadcd37dd5708ddad1424127,7.0,0.3252516723779923,0.04494194085998115,-0.04120217213649093,False
3225,2025-09-01,FIT_COMPLETE,,9133acbc4344b95c1a24ee164551c08f18fccbe57b560a804ba5340dbc7cde61,3204.0,3204.0,True,5be7d1f82ef2a91793b55f145bf13de50391d764aadcd37dd5708ddad1424127,7.0,0.3252516723779923,0.04494194085998115,-0.04120217213649093,False
3247,2025-10-09,FIT_COMPLETE,,9133acbc4344b95c1a24ee164551c08f18fccbe57b560a804ba5340dbc7cde61,3204.0,3204.0,True,5be7d1f82ef2a91793b55f145bf13de50391d764aadcd37dd5708ddad1424127,7.0,0.3252516723779923,0.04494194085998115,-0.04120217213649093,False
3264,2025-11-03,FIT_COMPLETE,,d05876b5d11339fd39cbda60ccc4369be4c2fd060392ab522137c62625d0727b,3264.0,3264.0,False,622c2494aaf4a9f061ea55e317f793fb9283a483ced53020bb3b593a8816842f,7.0,0.37270929949663645,0.04932896905711288,-0.04155762306607375,False
3284,2025-12-01,FIT_COMPLETE,,d05876b5d11339fd39cbda60ccc4369be4c2fd060392ab522137c62625d0727b,3264.0,3264.0,True,622c2494aaf4a9f061ea55e317f793fb9283a483ced53020bb3b593a8816842f,7.0,0.37270929949663645,0.04932896905711288,-0.04155762306607375,False
3307,2026-01-05,FIT_COMPLETE,,d05876b5d11339fd39cbda60ccc4369be4c2fd060392ab522137c62625d0727b,3264.0,3264.0,True,622c2494aaf4a9f061ea55e317f793fb9283a483ced53020bb3b593a8816842f,7.0,0.37270929949663645,0.04932896905711288,-0.04155762306607375,False
3327,2026-02-02,FIT_COMPLETE,,dc05c3c1441e2901cdb15533a3b56af451832a6dfce14baf7dff8ca35c20343b,3327.0,3327.0,False,0407523a6a79fc3bca50a890cf5cf413326987c5eb2c2b7970286a31863e894f,7.0,0.39050590966612797,0.049318348519429206,-0.04224684593977492,False
3341,2026-03-02,FIT_COMPLETE,,a26aaa3754622813d5c491e58a91bfcd9dceaeeafab4506f33e7d7d4ffcea68e,3341.0,3341.0,False,35318ddc6161d6dffaa8f825c6d059bab4255140c28674aa7ae80c946ab92e60,7.0,0.34806240684126916,0.04890687070689056,-0.04049122328224439,False
3363,2026-04-01,FIT_COMPLETE,,a26aaa3754622813d5c491e58a91bfcd9dceaeeafab4506f33e7d7d4ffcea68e,3341.0,3341.0,True,35318ddc6161d6dffaa8f825c6d059bab4255140c28674aa7ae80c946ab92e60,7.0,0.34806240684126916,0.04890687070689056,-0.04049122328224439,False
3384,2026-05-06,FIT_COMPLETE,,a26aaa3754622813d5c491e58a91bfcd9dceaeeafab4506f33e7d7d4ffcea68e,3341.0,3341.0,True,35318ddc6161d6dffaa8f825c6d059bab4255140c28674aa7ae80c946ab92e60,7.0,0.34806240684126916,0.04890687070689056,-0.04049122328224439,False
3402,2026-06-01,FIT_COMPLETE,,a26aaa3754622813d5c491e58a91bfcd9dceaeeafab4506f33e7d7d4ffcea68e,3341.0,3341.0,True,35318ddc6161d6dffaa8f825c6d059bab4255140c28674aa7ae80c946ab92e60,7.0,0.34806240684126916,0.04890687070689056,-0.04049122328224439,False
3423,2026-07-01,FIT_COMPLETE,,a26aaa3754622813d5c491e58a91bfcd9dceaeeafab4506f33e7d7d4ffcea68e,3341.0,3341.0,True,35318ddc6161d6dffaa8f825c6d059bab4255140c28674aa7ae80c946ab92e60,7.0,0.34806240684126916,0.04890687070689056,-0.04049122328224439,False
3446,2026-08-03,FIT_COMPLETE,,9b7dbb5534363676063e19a048aed053f2a7efa321ac5c62a7f0ac3c6c534582,3446.0,3446.0,False,34c7c627cedd25a0bb3b74b6829f6d18a4cc4855b4caf8649cfaadf6fa968bf3,7.0,0.34806240684126916,0.04890687070689056,-0.04036604144603892,False
