fit_index,fit_origin,status,failure,source_input_identity,first_attempt_fit_index,parameter_first_fit_index,reused_previous_input,fixed_prediction_identity,nonzero_factor_count,nonzero_factors,kkt_max_violation,solver_iterations
2822,2024-01-02,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2844,2024-02-01,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2859,2024-03-01,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2880,2024-04-01,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2900,2024-05-06,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2920,2024-06-03,FIT_COMPLETE,,a61e22edffd724672ea1fc71eba64eae18770f6ca9e8f052b1821ff9309f980c,2920.0,2920.0,False,6109755f577ba82299929777ec4edfed403897c08e1e35ae26fbd06657bfeaf5,1.0,cycle_return,2.168404344971009e-19,7.0
2939,2024-07-01,FIT_COMPLETE,,a61e22edffd724672ea1fc71eba64eae18770f6ca9e8f052b1821ff9309f980c,2920.0,2920.0,True,6109755f577ba82299929777ec4edfed403897c08e1e35ae26fbd06657bfeaf5,1.0,cycle_return,2.168404344971009e-19,7.0
2962,2024-08-01,FIT_COMPLETE,,b0241f0284c63067107a6d781525d306f494260848746d675dadbba6bbbb24e9,2962.0,2962.0,False,6ba8dc8d7eb017eba2fcca3ed7b53ca8836c0f4a9b18c56fee3ac7588c882770,1.0,cycle_return,2.168404344971009e-19,8.0
2984,2024-09-02,FIT_COMPLETE,,b0241f0284c63067107a6d781525d306f494260848746d675dadbba6bbbb24e9,2962.0,2962.0,True,6ba8dc8d7eb017eba2fcca3ed7b53ca8836c0f4a9b18c56fee3ac7588c882770,1.0,cycle_return,2.168404344971009e-19,8.0
3003,2024-10-08,FIT_COMPLETE,,f6f19bf9374b24eb26f8b3891ce401277b7a8213179ca58eaaaaddee7c6f3e18,3003.0,3003.0,False,12df96d363c966248bf9d25db4dc6aee376a2177e0c2589a65b86e3294bbe593,1.0,cycle_return,2.168404344971009e-19,7.0
3021,2024-11-01,FIT_COMPLETE,,1bb49a3da327fe783a42f981ec2fac06566939af7265cb568c067abe8e2e50ee,3021.0,3021.0,False,2b6ed98dfad23df1882ee546b74d7799aab0b2b2e1dc24e86e99826d68373cc4,3.0,"cycle_return,mom5,mom20",5.49705463440131e-13,27.0
3042,2024-12-02,FIT_COMPLETE,,1bb49a3da327fe783a42f981ec2fac06566939af7265cb568c067abe8e2e50ee,3021.0,3021.0,True,2b6ed98dfad23df1882ee546b74d7799aab0b2b2e1dc24e86e99826d68373cc4,3.0,"cycle_return,mom5,mom20",5.49705463440131e-13,27.0
3064,2025-01-02,FIT_COMPLETE,,1bb49a3da327fe783a42f981ec2fac06566939af7265cb568c067abe8e2e50ee,3021.0,3021.0,True,2b6ed98dfad23df1882ee546b74d7799aab0b2b2e1dc24e86e99826d68373cc4,3.0,"cycle_return,mom5,mom20",5.49705463440131e-13,27.0
3082,2025-02-05,FIT_COMPLETE,,1bb49a3da327fe783a42f981ec2fac06566939af7265cb568c067abe8e2e50ee,3021.0,3021.0,True,2b6ed98dfad23df1882ee546b74d7799aab0b2b2e1dc24e86e99826d68373cc4,3.0,"cycle_return,mom5,mom20",5.49705463440131e-13,27.0
3100,2025-03-03,FIT_COMPLETE,,1bb49a3da327fe783a42f981ec2fac06566939af7265cb568c067abe8e2e50ee,3021.0,3021.0,True,2b6ed98dfad23df1882ee546b74d7799aab0b2b2e1dc24e86e99826d68373cc4,3.0,"cycle_return,mom5,mom20",5.49705463440131e-13,27.0
3121,2025-04-01,FIT_COMPLETE,,1bb49a3da327fe783a42f981ec2fac06566939af7265cb568c067abe8e2e50ee,3021.0,3021.0,True,2b6ed98dfad23df1882ee546b74d7799aab0b2b2e1dc24e86e99826d68373cc4,3.0,"cycle_return,mom5,mom20",5.49705463440131e-13,27.0
3142,2025-05-06,FIT_COMPLETE,,1bb49a3da327fe783a42f981ec2fac06566939af7265cb568c067abe8e2e50ee,3021.0,3021.0,True,2b6ed98dfad23df1882ee546b74d7799aab0b2b2e1dc24e86e99826d68373cc4,3.0,"cycle_return,mom5,mom20",5.49705463440131e-13,27.0
3161,2025-06-03,FIT_COMPLETE,,1bb49a3da327fe783a42f981ec2fac06566939af7265cb568c067abe8e2e50ee,3021.0,3021.0,True,2b6ed98dfad23df1882ee546b74d7799aab0b2b2e1dc24e86e99826d68373cc4,3.0,"cycle_return,mom5,mom20",5.49705463440131e-13,27.0
3181,2025-07-01,FIT_COMPLETE,,1bb49a3da327fe783a42f981ec2fac06566939af7265cb568c067abe8e2e50ee,3021.0,3021.0,True,2b6ed98dfad23df1882ee546b74d7799aab0b2b2e1dc24e86e99826d68373cc4,3.0,"cycle_return,mom5,mom20",5.49705463440131e-13,27.0
3204,2025-08-01,FIT_COMPLETE,,ba119e8e77b163bdedc418df9fec296b6f480282be28743489ba48f40360222d,3204.0,3204.0,False,897acaf910e0c010b513bcf832fc35e9aa031353868546407f7e64e88a65d34e,3.0,"cycle_return,mom5,mom20",6.054711853414885e-13,27.0
3225,2025-09-01,FIT_COMPLETE,,ba119e8e77b163bdedc418df9fec296b6f480282be28743489ba48f40360222d,3204.0,3204.0,True,897acaf910e0c010b513bcf832fc35e9aa031353868546407f7e64e88a65d34e,3.0,"cycle_return,mom5,mom20",6.054711853414885e-13,27.0
3247,2025-10-09,FIT_COMPLETE,,ba119e8e77b163bdedc418df9fec296b6f480282be28743489ba48f40360222d,3204.0,3204.0,True,897acaf910e0c010b513bcf832fc35e9aa031353868546407f7e64e88a65d34e,3.0,"cycle_return,mom5,mom20",6.054711853414885e-13,27.0
3264,2025-11-03,FIT_COMPLETE,,dfb726617bfc4ce96a89e5d59338e4142995a0b84e8f695318e87083b2d0b789,3264.0,3264.0,False,72f82f80e4a50acc466f7d00ba72cb83c05b62b5ce630b0adbf882ed1e639b3d,3.0,"cycle_return,mom5,mom20",7.566996074875876e-13,26.0
3284,2025-12-01,FIT_COMPLETE,,dfb726617bfc4ce96a89e5d59338e4142995a0b84e8f695318e87083b2d0b789,3264.0,3264.0,True,72f82f80e4a50acc466f7d00ba72cb83c05b62b5ce630b0adbf882ed1e639b3d,3.0,"cycle_return,mom5,mom20",7.566996074875876e-13,26.0
3307,2026-01-05,FIT_COMPLETE,,dfb726617bfc4ce96a89e5d59338e4142995a0b84e8f695318e87083b2d0b789,3264.0,3264.0,True,72f82f80e4a50acc466f7d00ba72cb83c05b62b5ce630b0adbf882ed1e639b3d,3.0,"cycle_return,mom5,mom20",7.566996074875876e-13,26.0
3327,2026-02-02,FIT_COMPLETE,,2bdbe25d3dc47d8b6cd937ce9915f3bbde793e1d12bddbcd95a59af0663282dc,3327.0,3327.0,False,b48a37b72b456b739240f3b1862bf30a1061cd9def441a0250a67f3cf3fe0b78,3.0,"cycle_return,mom5,mom20",9.51394345249934e-13,26.0
3341,2026-03-02,FIT_COMPLETE,,acc138b21da3d88771f64552358ae745e24b5a9572064e0cd791a52841fffd72,3341.0,3341.0,False,61708fa3c0842ae2ef86e1a7a9ba8c462fbf223d3033b20125a753f71d67c389,3.0,"cycle_return,mom5,mom20",8.334368351708976e-13,26.0
3363,2026-04-01,FIT_COMPLETE,,acc138b21da3d88771f64552358ae745e24b5a9572064e0cd791a52841fffd72,3341.0,3341.0,True,61708fa3c0842ae2ef86e1a7a9ba8c462fbf223d3033b20125a753f71d67c389,3.0,"cycle_return,mom5,mom20",8.334368351708976e-13,26.0
3384,2026-05-06,FIT_COMPLETE,,acc138b21da3d88771f64552358ae745e24b5a9572064e0cd791a52841fffd72,3341.0,3341.0,True,61708fa3c0842ae2ef86e1a7a9ba8c462fbf223d3033b20125a753f71d67c389,3.0,"cycle_return,mom5,mom20",8.334368351708976e-13,26.0
3402,2026-06-01,FIT_COMPLETE,,acc138b21da3d88771f64552358ae745e24b5a9572064e0cd791a52841fffd72,3341.0,3341.0,True,61708fa3c0842ae2ef86e1a7a9ba8c462fbf223d3033b20125a753f71d67c389,3.0,"cycle_return,mom5,mom20",8.334368351708976e-13,26.0
3423,2026-07-01,FIT_COMPLETE,,acc138b21da3d88771f64552358ae745e24b5a9572064e0cd791a52841fffd72,3341.0,3341.0,True,61708fa3c0842ae2ef86e1a7a9ba8c462fbf223d3033b20125a753f71d67c389,3.0,"cycle_return,mom5,mom20",8.334368351708976e-13,26.0
3446,2026-08-03,FIT_COMPLETE,,0de5fd7e5fedf98daf0281c0bba45b0d92a170042996e7756128c43d96c10f50,3446.0,3446.0,False,eecd48a28040a0e313e4eb2b9b70084d2ca0689afb8c5b2d9b45a52297ae225a,3.0,"cycle_return,mom5,mom20",7.844681935292863e-13,26.0
