report_id,ts_code,first_used_month,last_used_month,company_months,original_prediction_months,any_original_training_months,report_relation_eligible,report_relation_status
AP202302061582799328,601658.SH,2023-02-28,2023-02-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202302061582802260,600809.SH,2023-02-28,2023-02-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202302071582842068,300124.SZ,2023-02-28,2023-03-31,2,0,2,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202302071582850553,603392.SH,2023-02-28,2023-02-28,1,0,1,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202302131583077983,002142.SZ,2023-02-28,2023-03-31,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202302131583088703,002230.SZ,2023-02-28,2023-07-31,6,0,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202302141583124535,600309.SH,2023-02-28,2023-02-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202302151583177201,603195.SH,2023-02-28,2023-04-28,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202302151583186932,600926.SH,2023-02-28,2023-03-31,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202302201583386135,601838.SH,2023-02-28,2023-03-31,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202302221583494606,002415.SZ,2023-02-28,2023-03-31,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303011583894013,300496.SZ,2023-03-31,2023-07-31,5,0,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303021583945219,300763.SZ,2023-03-31,2023-04-28,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303031584026979,688187.SH,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303071584093123,002812.SZ,2023-03-31,2023-04-28,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303091584146858,601186.SH,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303091584148544,300896.SZ,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303091584148565,000001.SZ,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303101584175040,600050.SH,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303131584213376,601688.SH,2023-03-31,2023-03-31,1,0,1,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202303131584215128,600809.SH,2023-03-31,2023-06-30,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303131584215906,000063.SZ,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303141584243443,688012.SH,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303141584252941,300750.SZ,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303151584275059,600989.SH,2023-03-31,2023-03-31,1,0,1,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202303161584315369,600438.SH,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303191584396858,300059.SZ,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303201584398212,688303.SH,2023-03-31,2023-05-31,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303201584403999,000708.SZ,2023-03-31,2023-07-31,5,0,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303211584440192,600309.SH,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303221584467416,600176.SH,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303221584469029,601689.SH,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303221584475454,601800.SH,2023-03-31,2023-03-31,1,0,1,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202303221584482782,002756.SZ,2023-03-31,2023-07-31,5,0,5,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202303231584501615,000786.SZ,2023-03-31,2023-07-31,5,0,5,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202303231584501616,600011.SH,2023-03-31,2023-03-31,1,0,1,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202303231584501617,688111.SH,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303231584501618,603993.SH,2023-03-31,2023-08-31,6,1,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303241584530857,000877.SZ,2023-03-31,2023-07-31,5,0,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303241584530860,601728.SH,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303261584562576,002459.SZ,2023-03-31,2023-08-31,6,1,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303261584562578,300122.SZ,2023-03-31,2023-08-31,6,1,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303271584565261,600600.SH,2023-03-31,2023-08-31,6,1,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303271584566574,603392.SH,2023-03-31,2023-08-31,6,1,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303271584568967,600036.SH,2023-03-31,2023-03-31,1,0,1,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202303271584568968,600941.SH,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303271584574278,601899.SH,2023-03-31,2023-04-28,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303271584578337,300999.SZ,2023-03-31,2023-04-28,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303281584600826,601138.SH,2023-03-31,2023-06-30,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303281584605192,300274.SZ,2023-03-31,2023-07-31,5,0,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303291584639310,600029.SH,2023-03-31,2023-04-28,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303291584651783,002352.SZ,2023-03-31,2023-03-31,1,0,1,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202303301584688492,688005.SH,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303301584689341,601939.SH,2023-03-31,2023-08-31,6,1,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303301584692527,300957.SZ,2023-03-31,2023-03-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584749052,002920.SZ,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584749053,601865.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584749054,601398.SH,2023-04-28,2023-06-30,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584749056,688363.SH,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584750244,601688.SH,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584750248,601288.SH,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584750251,601799.SH,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584750252,601166.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584750253,601658.SH,2023-04-28,2023-04-28,1,0,1,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202303311584750254,601988.SH,2023-04-28,2023-08-31,5,1,5,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202303311584752589,601888.SH,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584752590,000938.SZ,2023-04-28,2023-05-31,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584767403,600030.SH,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584767413,601328.SH,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584767414,600048.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584774809,600690.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584774811,002032.SZ,2023-04-28,2023-05-31,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202303311584774821,000002.SZ,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304031585027508,601390.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304031585030239,002460.SZ,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304031585030240,600570.SH,2023-04-28,2023-09-28,6,2,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304031585030246,688187.SH,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304031585030247,600460.SH,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304031585030250,000792.SZ,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304031585030251,600115.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304031585030254,601919.SH,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304031585030495,603899.SH,2023-04-28,2023-04-28,1,0,1,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304031585030496,300769.SZ,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304031585030502,601872.SH,2023-06-30,2023-07-31,2,0,2,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304031585033586,601995.SH,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304031585043224,600585.SH,2023-04-28,2023-07-31,4,0,4,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304031585045963,600584.SH,2023-04-28,2023-04-28,1,0,1,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304041585061271,601186.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304041585093382,002466.SZ,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304041585122338,601800.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304061585172811,300316.SZ,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304061585172813,600031.SH,2023-04-28,2023-08-31,5,1,5,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304061585179072,600845.SH,2023-04-28,2023-06-30,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304061585179630,002142.SZ,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304061585179634,600028.SH,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304061585192350,688012.SH,2023-04-28,2023-04-28,1,0,1,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304101585244395,001289.SZ,2023-04-28,2023-08-31,5,1,5,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304101585250680,600958.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304111585338034,601966.SH,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304121585367919,000100.SZ,2023-04-28,2023-08-31,5,1,5,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304121585367923,002938.SZ,2023-04-28,2023-09-28,6,2,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304121585367924,603290.SH,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304121585368350,002129.SZ,2023-04-28,2023-09-28,6,2,6,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304131585414653,000725.SZ,2023-04-28,2023-08-31,5,1,5,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304171585490645,300454.SZ,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304171585491976,600795.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304181585531852,002371.SZ,2023-04-28,2023-09-28,6,2,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304181585531854,603659.SH,2023-04-28,2023-09-28,6,2,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304181585534371,603259.SH,2023-04-28,2023-07-31,4,0,4,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304181585535431,601117.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304191585564909,002415.SZ,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304191585567008,002709.SZ,2023-04-28,2023-07-31,4,0,4,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304201585624985,600050.SH,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304211585672437,688111.SH,2023-04-28,2023-07-31,4,0,4,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304211585687480,600176.SH,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304231585717249,600989.SH,2023-04-28,2023-05-31,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304231585717250,000301.SZ,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304231585717252,300979.SZ,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304231585720162,300059.SZ,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304231585721149,603501.SH,2023-04-28,2023-09-28,6,2,6,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304241585731789,300413.SZ,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304241585732218,600111.SH,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304241585733225,601689.SH,2023-04-28,2023-06-30,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304241585733226,601728.SH,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304241585733227,600941.SH,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304241585733228,000063.SZ,2023-04-28,2023-07-31,4,0,4,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304241585737188,603806.SH,2023-04-28,2023-09-28,6,2,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304241585737191,300628.SZ,2023-04-28,2023-06-30,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304241585756939,300750.SZ,2023-04-28,2023-06-30,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304241585757009,688005.SH,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304251585785384,002241.SZ,2023-04-28,2023-09-28,6,2,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304251585789277,601633.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304251585792142,000001.SZ,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304251585833481,002311.SZ,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304261585859384,300896.SZ,2023-04-28,2023-05-31,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304261585859385,600519.SH,2023-04-28,2023-06-30,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304261585859386,600926.SH,2023-04-28,2023-04-28,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304261585859387,300124.SZ,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304261585859389,603833.SH,2023-04-28,2023-04-28,1,0,1,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304261585859394,600438.SH,2023-04-28,2023-09-28,6,2,6,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304261585860044,002304.SZ,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304261585861093,601838.SH,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304261585861729,300601.SZ,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304261585881793,600233.SH,2023-04-28,2023-09-28,6,2,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304261585881795,002120.SZ,2023-04-28,2023-09-28,6,2,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304271585925152,002271.SZ,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304271585931885,300957.SZ,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304271585931889,300498.SZ,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304271585931894,600036.SH,2023-04-28,2023-07-31,4,0,4,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304271585932606,300015.SZ,2023-04-28,2023-08-31,5,1,5,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304271585932608,600011.SH,2023-04-28,2023-06-30,3,0,3,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304271585932619,601668.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304271585935553,601006.SH,2023-04-28,2023-07-31,4,0,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304271585937610,002352.SZ,2023-04-28,2023-06-30,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304271585951679,601111.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304271585976756,601100.SH,2023-04-28,2023-08-31,5,1,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304281586030908,002142.SZ,2023-05-31,2023-07-31,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304281586030917,688599.SH,2023-05-31,2023-08-31,4,1,4,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304281586034971,601021.SH,2023-05-31,2023-08-31,4,1,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304281586034984,601658.SH,2023-05-31,2023-09-28,5,2,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304281586034985,600028.SH,2023-05-31,2023-07-31,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304281586034986,601899.SH,2023-05-31,2023-07-31,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304281586037402,600030.SH,2023-05-31,2023-06-30,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304281586038240,601985.SH,2023-05-31,2023-08-31,4,1,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304281586039308,601799.SH,2023-05-31,2023-07-31,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304281586044806,600660.SH,2023-05-31,2023-07-31,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304281586052172,603195.SH,2023-05-31,2023-09-28,5,2,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304281586059119,603899.SH,2023-05-31,2023-09-28,5,2,5,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202304281586059198,300979.SZ,2023-05-31,2023-07-31,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304281586061408,601888.SH,2023-05-31,2023-06-30,2,0,2,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304281586086265,688561.SH,2023-05-31,2023-08-31,4,1,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304291586124102,002601.SZ,2023-05-31,2023-07-31,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304291586125184,002920.SZ,2023-05-31,2023-07-31,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304291586125190,002841.SZ,2023-05-31,2023-09-28,5,2,5,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202304291586127920,600926.SH,2023-05-31,2023-05-31,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202305041586231461,300999.SZ,2023-05-31,2023-07-31,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202305041586231462,002714.SZ,2023-05-31,2023-06-30,2,0,2,False,NO_VIEW_REPORT_EPS_PE_REFERENCE_INCONSISTENT
AP202305041586233041,600754.SH,2023-06-30,2023-06-30,1,0,1,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202305041586233042,600029.SH,2023-05-31,2023-07-31,3,0,3,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202305041586234117,600009.SH,2023-05-31,2023-08-31,4,1,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202305041586234119,688036.SH,2023-05-31,2023-10-31,6,3,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202305041586234130,600019.SH,2023-05-31,2023-08-31,4,1,4,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
AP202305041586246029,300223.SZ,2023-05-31,2023-10-31,6,3,6,True,PASS_DISPLAYED_EPS_PE_AND_REFERENCE_COMMON_RANGE
