signal_bucket,observation_count,mean_return,median_return,win_rate,standard_deviation,period,outcome,mean_return_bps,median_return_bps,signal
6,14872,-0.0018435135484208508,-0.0018499999999999999,0.03489779451317913,0.00103625044903653,development,etf_execution_next_open_3m_net_base,-18.43513548420851,-18.5,no_if_primary_alpha_score
7,14848,-0.0018452937781235014,-0.0018499999999999999,0.03596443965517242,0.0010221411556603094,development,etf_execution_next_open_3m_net_base,-18.452937781235015,-18.5,no_if_primary_alpha_score
8,14889,-0.0018487462597978645,-0.0018499999999999999,0.03707435019141648,0.0010259853232988747,development,etf_execution_next_open_3m_net_base,-18.487462597978645,-18.5,no_if_primary_alpha_score
9,14894,-0.0018428982572390197,-0.0018499999999999999,0.040083255002014234,0.001066328179254144,development,etf_execution_next_open_3m_net_base,-18.428982572390197,-18.5,no_if_primary_alpha_score
10,14902,-0.0018009416717003977,-0.0018499999999999999,0.055764326935981746,0.001177648525068982,development,etf_execution_next_open_3m_net_base,-18.009416717003976,-18.5,no_if_primary_alpha_score
1,14889,-0.002553267504774696,-0.0025,0.021425213244677277,0.0011518025067799196,development,etf_execution_next_open_3m_net_stress,-25.53267504774696,-25.0,no_if_primary_alpha_score
2,14932,-0.002532078423368455,-0.0025,0.017144387891776053,0.0010553722229271062,development,etf_execution_next_open_3m_net_stress,-25.32078423368455,-25.0,no_if_primary_alpha_score
3,14859,-0.002519007840198144,-0.0025,0.015815330775960697,0.0010353491157336005,development,etf_execution_next_open_3m_net_stress,-25.190078401981438,-25.0,no_if_primary_alpha_score
4,14884,-0.002495031062241148,-0.0025,0.017669981187852728,0.0010277563797261196,development,etf_execution_next_open_3m_net_stress,-24.95031062241148,-25.0,no_if_primary_alpha_score
5,14893,-0.0024973184079529285,-0.0025,0.014839186194856644,0.0010122057693780556,development,etf_execution_next_open_3m_net_stress,-24.973184079529286,-25.0,no_if_primary_alpha_score
6,14872,-0.002493513548420851,-0.0025,0.0156670252824099,0.001036250449036531,development,etf_execution_next_open_3m_net_stress,-24.93513548420851,-25.0,no_if_primary_alpha_score
7,14848,-0.002495293778123502,-0.0025,0.015086206896551725,0.001022141155660309,development,etf_execution_next_open_3m_net_stress,-24.95293778123502,-25.0,no_if_primary_alpha_score
8,14889,-0.0024987462597978647,-0.0025,0.014440190744845188,0.0010259853232988739,development,etf_execution_next_open_3m_net_stress,-24.987462597978645,-25.0,no_if_primary_alpha_score
9,14894,-0.00249289825723902,-0.0025,0.016516718141533503,0.0010663281792541428,development,etf_execution_next_open_3m_net_stress,-24.9289825723902,-25.0,no_if_primary_alpha_score
10,14902,-0.002450941671700398,-0.0025,0.027110454972486913,0.001177648525068982,development,etf_execution_next_open_3m_net_stress,-24.50941671700398,-25.0,no_if_primary_alpha_score
1,14755,-0.00010470519489023699,-0.00020132876988110393,0.39789901728227717,0.0012941837108838509,development,etf_markout_close_5m,-1.04705194890237,-2.0132876988110393,no_if_primary_alpha_score
2,14809,-6.60532597790348e-05,0.0,0.40833277061246537,0.0011684035540619523,development,etf_markout_close_5m,-0.660532597790348,0.0,no_if_primary_alpha_score
3,14724,-3.575624032816671e-05,0.0,0.41707416462917685,0.0011640654879138575,development,etf_markout_close_5m,-0.3575624032816671,0.0,no_if_primary_alpha_score
4,14750,-2.3869937737839484e-06,0.0,0.42677966101694914,0.0011492506788328585,development,etf_markout_close_5m,-0.023869937737839485,0.0,no_if_primary_alpha_score
5,14745,-8.674886799619108e-06,0.0,0.43506273312987453,0.001149414282649911,development,etf_markout_close_5m,-0.08674886799619108,0.0,no_if_primary_alpha_score
6,14718,1.846961889014494e-05,0.0,0.44659600489196905,0.0011678596677253555,development,etf_markout_close_5m,0.18469618890144943,0.0,no_if_primary_alpha_score
7,14694,2.1361511082866967e-05,0.0,0.44569211923233976,0.001135483142929131,development,etf_markout_close_5m,0.21361511082866966,0.0,no_if_primary_alpha_score
8,14752,1.8864409677421203e-05,0.0,0.4481426247288503,0.0011560513792303528,development,etf_markout_close_5m,0.18864409677421204,0.0,no_if_primary_alpha_score
9,14768,4.198087708684486e-05,0.0,0.45923618634886243,0.0012006518177418264,development,etf_markout_close_5m,0.4198087708684486,0.0,no_if_primary_alpha_score
10,14775,9.745258672977716e-05,0.0,0.47851099830795263,0.0013279136619490071,development,etf_markout_close_5m,0.9745258672977717,0.0,no_if_primary_alpha_score
1,14614,-6.280155736731029e-05,0.0,0.42062405912139045,0.0014101109883131718,development,etf_execution_next_open_5m,-0.6280155736731029,0.0,no_if_primary_alpha_score
2,14689,-4.526810181246751e-05,0.0,0.42296956906528693,0.0012796701813009802,development,etf_execution_next_open_5m,-0.4526810181246751,0.0,no_if_primary_alpha_score
3,14601,-1.603249930305924e-05,0.0,0.4287377576878296,0.0012800890237649866,development,etf_execution_next_open_5m,-0.16032499303059242,0.0,no_if_primary_alpha_score
4,14603,1.0677591500346771e-05,0.0,0.4427172498801616,0.001234536062673591,development,etf_execution_next_open_5m,0.10677591500346771,0.0,no_if_primary_alpha_score
5,14600,-3.4486987433803533e-06,0.0,0.4410958904109589,0.0012397973327309753,development,etf_execution_next_open_5m,-0.03448698743380353,0.0,no_if_primary_alpha_score
6,14574,2.497455210147261e-06,0.0,0.43982434472348014,0.0012654965530273737,development,etf_execution_next_open_5m,0.024974552101472612,0.0,no_if_primary_alpha_score
7,14554,1.2667371660563542e-05,0.0,0.444963583894462,0.0012421150553224827,development,etf_execution_next_open_5m,0.12667371660563542,0.0,no_if_primary_alpha_score
8,14593,2.6541522317476073e-06,0.0,0.44281504831083396,0.001261325758180017,development,etf_execution_next_open_5m,0.026541522317476075,0.0,no_if_primary_alpha_score
9,14631,1.5517306441885238e-05,0.0,0.4461075797963229,0.0013058464001683289,development,etf_execution_next_open_5m,0.15517306441885237,0.0,no_if_primary_alpha_score
10,14659,4.44413494514391e-05,0.0,0.4619687563953885,0.0014467342958699606,development,etf_execution_next_open_5m,0.44441349451439105,0.0,no_if_primary_alpha_score
1,14612,-2.719958292569731e-05,-4.935064044747639e-05,0.47796331782096907,0.0013304637132358268,development,etf_execution_next_vwap_5m,-0.27199582925697313,-0.4935064044747639,no_if_primary_alpha_score
2,14689,-1.9991396437808402e-05,-3.304783022151092e-05,0.48246987541697867,0.0012044121986337587,development,etf_execution_next_vwap_5m,-0.199913964378084,-0.3304783022151092,no_if_primary_alpha_score
3,14601,2.7226121796683706e-06,-2.120326468524336e-05,0.48784329840421886,0.0012028888859434597,development,etf_execution_next_vwap_5m,0.027226121796683708,-0.21203264685243361,no_if_primary_alpha_score
4,14603,2.6056664933031998e-05,-4.663417818906446e-06,0.49695268095596795,0.0011611984396421838,development,etf_execution_next_vwap_5m,0.26056664933032,-0.04663417818906446,no_if_primary_alpha_score
5,14600,1.5027158287666245e-05,1.1517217402001734e-08,0.5,0.0011578578256189985,development,etf_execution_next_vwap_5m,0.15027158287666245,0.00011517217402001734,no_if_primary_alpha_score
6,14574,1.791283837838491e-05,3.5472742646591726e-06,0.5018526142445451,0.0011815315267450475,development,etf_execution_next_vwap_5m,0.1791283837838491,0.035472742646591726,no_if_primary_alpha_score
7,14554,2.854649474290116e-05,5.7595527312992445e-06,0.5025422564243507,0.0011735846405848862,development,etf_execution_next_vwap_5m,0.2854649474290116,0.057595527312992445,no_if_primary_alpha_score
8,14593,1.2034232427617775e-05,-8.984966700320562e-06,0.4953059686150894,0.0011867191043924686,development,etf_execution_next_vwap_5m,0.12034232427617775,-0.08984966700320562,no_if_primary_alpha_score
9,14631,2.9351740551459182e-05,-3.220009660021006e-06,0.4980520811974575,0.001229129067425989,development,etf_execution_next_vwap_5m,0.2935174055145918,-0.03220009660021006,no_if_primary_alpha_score
10,14659,4.474840374334109e-05,1.1732058633917575e-05,0.5064465516065216,0.001359136695524367,development,etf_execution_next_vwap_5m,0.4474840374334109,0.11732058633917575,no_if_primary_alpha_score
1,14614,-0.0019128015573673103,-0.0018499999999999999,0.06924866566306281,0.0014101109883131713,development,etf_execution_next_open_5m_net_base,-19.128015573673103,-18.5,no_if_primary_alpha_score
2,14689,-0.0018952681018124674,-0.0018499999999999999,0.06052147865749881,0.0012796701813009802,development,etf_execution_next_open_5m_net_base,-18.952681018124675,-18.5,no_if_primary_alpha_score
3,14601,-0.001866032499303059,-0.0018499999999999999,0.05999589069241833,0.0012800890237649866,development,etf_execution_next_open_5m_net_base,-18.660324993030592,-18.5,no_if_primary_alpha_score
4,14603,-0.0018393224084996532,-0.0018499999999999999,0.06197356707525851,0.0012345360626735912,development,etf_execution_next_open_5m_net_base,-18.393224084996532,-18.5,no_if_primary_alpha_score
5,14600,-0.0018534486987433804,-0.0018499999999999999,0.05678082191780822,0.001239797332730975,development,etf_execution_next_open_5m_net_base,-18.534486987433805,-18.5,no_if_primary_alpha_score
6,14574,-0.0018475025447898528,-0.0018499999999999999,0.05839165637436531,0.0012654965530273735,development,etf_execution_next_open_5m_net_base,-18.475025447898528,-18.5,no_if_primary_alpha_score
7,14554,-0.0018373326283394364,-0.0018499999999999999,0.05984609042187715,0.0012421150553224827,development,etf_execution_next_open_5m_net_base,-18.373326283394363,-18.5,no_if_primary_alpha_score
8,14593,-0.0018473458477682523,-0.0018499999999999999,0.05756184472007127,0.0012613257581800168,development,etf_execution_next_open_5m_net_base,-18.473458477682524,-18.5,no_if_primary_alpha_score
9,14631,-0.0018344826935581147,-0.0018499999999999999,0.06588749914564965,0.0013058464001683286,development,etf_execution_next_open_5m_net_base,-18.344826935581146,-18.5,no_if_primary_alpha_score
10,14659,-0.0018055586505485608,-0.0018499999999999999,0.07926870864315437,0.0014467342958699597,development,etf_execution_next_open_5m_net_base,-18.055586505485607,-18.5,no_if_primary_alpha_score
1,14614,-0.0025628015573673103,-0.0025,0.03790885452306008,0.0014101109883131715,development,etf_execution_next_open_5m_net_stress,-25.628015573673103,-25.0,no_if_primary_alpha_score
2,14689,-0.0025452681018124676,-0.0025,0.030226700251889168,0.0012796701813009798,development,etf_execution_next_open_5m_net_stress,-25.452681018124675,-25.0,no_if_primary_alpha_score
3,14601,-0.0025160324993030595,-0.0025,0.029176083829874667,0.0012800890237649857,development,etf_execution_next_open_5m_net_stress,-25.160324993030596,-25.0,no_if_primary_alpha_score
4,14603,-0.0024893224084996534,-0.0025,0.030199274121755805,0.0012345360626735908,development,etf_execution_next_open_5m_net_stress,-24.893224084996532,-25.0,no_if_primary_alpha_score
5,14600,-0.0025034486987433806,-0.0025,0.028493150684931506,0.0012397973327309757,development,etf_execution_next_open_5m_net_stress,-25.034486987433805,-25.0,no_if_primary_alpha_score
6,14574,-0.002497502544789853,-0.0025,0.02710306024427062,0.0012654965530273733,development,etf_execution_next_open_5m_net_stress,-24.97502544789853,-25.0,no_if_primary_alpha_score
7,14554,-0.0024873326283394366,-0.0025,0.02940772296275938,0.0012421150553224825,development,etf_execution_next_open_5m_net_stress,-24.873326283394366,-25.0,no_if_primary_alpha_score
8,14593,-0.002497345847768252,-0.0025,0.02946618241622696,0.0012613257581800175,development,etf_execution_next_open_5m_net_stress,-24.97345847768252,-25.0,no_if_primary_alpha_score
9,14631,-0.0024844826935581147,-0.0025,0.032123573234912176,0.0013058464001683289,development,etf_execution_next_open_5m_net_stress,-24.844826935581146,-25.0,no_if_primary_alpha_score
10,14659,-0.002455558650548561,-0.0025,0.043590968006003136,0.00144673429586996,development,etf_execution_next_open_5m_net_stress,-24.555586505485607,-25.0,no_if_primary_alpha_score
1,14107,-0.00011686530729811927,-0.00023293733985563225,0.41071808322109593,0.001796809078323702,development,etf_markout_close_10m,-1.1686530729811926,-2.3293733985563225,no_if_primary_alpha_score
2,14128,-8.116592225121069e-05,0.0,0.4227066817667044,0.0016664846129322399,development,etf_markout_close_10m,-0.8116592225121069,0.0,no_if_primary_alpha_score
3,14040,-3.578535910420435e-05,0.0,0.43504273504273505,0.0016393291535524719,development,etf_markout_close_10m,-0.3578535910420435,0.0,no_if_primary_alpha_score
4,14055,-1.0375180636555757e-05,0.0,0.44283173247954466,0.001599018864657867,development,etf_markout_close_10m,-0.10375180636555757,0.0,no_if_primary_alpha_score
5,14055,-1.7440370168975962e-05,0.0,0.44276058342226965,0.0015974072956075481,development,etf_markout_close_10m,-0.17440370168975963,0.0,no_if_primary_alpha_score
6,14003,3.489551245399515e-06,0.0,0.45547382703706346,0.0016217149538310471,development,etf_markout_close_10m,0.03489551245399515,0.0,no_if_primary_alpha_score
7,13980,2.405734749754116e-05,0.0,0.45400572246065807,0.0015908357480999098,development,etf_markout_close_10m,0.2405734749754116,0.0,no_if_primary_alpha_score
8,14033,2.807398838232355e-05,0.0,0.461269863892254,0.0016282938310191,development,etf_markout_close_10m,0.2807398838232355,0.0,no_if_primary_alpha_score
9,14040,4.4625435574469146e-05,0.0,0.4668803418803419,0.0016881585173119133,development,etf_markout_close_10m,0.44625435574469147,0.0,no_if_primary_alpha_score
10,14189,9.720577041691568e-05,0.0,0.48121784480935936,0.0018674473607865171,development,etf_markout_close_10m,0.9720577041691567,0.0,no_if_primary_alpha_score
