fit_index,fit_origin,status,failure,source_input_identity,first_attempt_fit_index,parameter_first_fit_index,reused_previous_input,fixed_prediction_identity,nonzero_factor_count,nonzero_factors,max_normal_error,zero_coefficients
1868,2020-02-03,FIT_COMPLETE,,3134b600ccbaab5bc59b98b015e73287e168cd9ee83ac5a4466798dea8311657,1749.0,1749.0,True,2b0c0fc7b2fe3264f24b7426e16591da286cabe2c9242a4622bf3d47fea50f9e,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.054184931159057e-16,False
1888,2020-03-02,FIT_COMPLETE,,3134b600ccbaab5bc59b98b015e73287e168cd9ee83ac5a4466798dea8311657,1749.0,1749.0,True,2b0c0fc7b2fe3264f24b7426e16591da286cabe2c9242a4622bf3d47fea50f9e,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.054184931159057e-16,False
1910,2020-04-01,FIT_COMPLETE,,dce78acc00d0e0dd4ff9f014e4646350ee639c59989f61f5c175bac59df7a4d4,1910.0,1910.0,False,bccab5e8da6c04636603f9751d97b18d001e7cc7dbb609b4cde6234cfedc54d1,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.38378239159465e-16,False
1931,2020-05-06,FIT_COMPLETE,,dce78acc00d0e0dd4ff9f014e4646350ee639c59989f61f5c175bac59df7a4d4,1910.0,1910.0,True,bccab5e8da6c04636603f9751d97b18d001e7cc7dbb609b4cde6234cfedc54d1,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.38378239159465e-16,False
1949,2020-06-01,FIT_COMPLETE,,efb0f0dfc4f345bf284f75f725b4105cfa9a54f17fd45e30ed81e38a7d9b2cb5,1949.0,1949.0,False,cfc65d2ce5d49eb77f3abd8e49481efb5d1531a2ba5c9afcf3bceba3f0343880,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.808789643208968e-16,False
1969,2020-07-01,FIT_COMPLETE,,efb0f0dfc4f345bf284f75f725b4105cfa9a54f17fd45e30ed81e38a7d9b2cb5,1949.0,1949.0,True,cfc65d2ce5d49eb77f3abd8e49481efb5d1531a2ba5c9afcf3bceba3f0343880,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.808789643208968e-16,False
1992,2020-08-03,FIT_COMPLETE,,efb0f0dfc4f345bf284f75f725b4105cfa9a54f17fd45e30ed81e38a7d9b2cb5,1949.0,1949.0,True,cfc65d2ce5d49eb77f3abd8e49481efb5d1531a2ba5c9afcf3bceba3f0343880,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.808789643208968e-16,False
2013,2020-09-01,FIT_COMPLETE,,efb0f0dfc4f345bf284f75f725b4105cfa9a54f17fd45e30ed81e38a7d9b2cb5,1949.0,1949.0,True,cfc65d2ce5d49eb77f3abd8e49481efb5d1531a2ba5c9afcf3bceba3f0343880,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.808789643208968e-16,False
2035,2020-10-09,FIT_COMPLETE,,9d88ba6c0b6a8841f02d5fa23f3393c1b586ef0a09441b4e06590fda2e4917dd,2035.0,2035.0,False,e16328492d63798d4f9e2c13702866f86d35ef823d33ca48cd2c4860a0f29fa0,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",1.2242810931706316e-15,False
2051,2020-11-02,FIT_COMPLETE,,9d88ba6c0b6a8841f02d5fa23f3393c1b586ef0a09441b4e06590fda2e4917dd,2035.0,2035.0,True,e16328492d63798d4f9e2c13702866f86d35ef823d33ca48cd2c4860a0f29fa0,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",1.2242810931706316e-15,False
2072,2020-12-01,FIT_COMPLETE,,9d88ba6c0b6a8841f02d5fa23f3393c1b586ef0a09441b4e06590fda2e4917dd,2035.0,2035.0,True,e16328492d63798d4f9e2c13702866f86d35ef823d33ca48cd2c4860a0f29fa0,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",1.2242810931706316e-15,False
2095,2021-01-04,FIT_COMPLETE,,9d88ba6c0b6a8841f02d5fa23f3393c1b586ef0a09441b4e06590fda2e4917dd,2035.0,2035.0,True,e16328492d63798d4f9e2c13702866f86d35ef823d33ca48cd2c4860a0f29fa0,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",1.2242810931706316e-15,False
2115,2021-02-01,FIT_COMPLETE,,9d88ba6c0b6a8841f02d5fa23f3393c1b586ef0a09441b4e06590fda2e4917dd,2035.0,2035.0,True,e16328492d63798d4f9e2c13702866f86d35ef823d33ca48cd2c4860a0f29fa0,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",1.2242810931706316e-15,False
2130,2021-03-01,FIT_COMPLETE,,b224467a4c83ce451899986b74c0d5eba08d4707960778f083f4a99f6e1be270,2130.0,2130.0,False,75c7cef5644e1288072fe5cd63b5047e4c455c43fa5102ec2681db30473127d4,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.453171330633722e-16,False
2153,2021-04-01,FIT_COMPLETE,,b224467a4c83ce451899986b74c0d5eba08d4707960778f083f4a99f6e1be270,2130.0,2130.0,True,75c7cef5644e1288072fe5cd63b5047e4c455c43fa5102ec2681db30473127d4,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.453171330633722e-16,False
2174,2021-05-06,FIT_COMPLETE,,b224467a4c83ce451899986b74c0d5eba08d4707960778f083f4a99f6e1be270,2130.0,2130.0,True,75c7cef5644e1288072fe5cd63b5047e4c455c43fa5102ec2681db30473127d4,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.453171330633722e-16,False
2192,2021-06-01,FIT_COMPLETE,,b224467a4c83ce451899986b74c0d5eba08d4707960778f083f4a99f6e1be270,2130.0,2130.0,True,75c7cef5644e1288072fe5cd63b5047e4c455c43fa5102ec2681db30473127d4,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.453171330633722e-16,False
2213,2021-07-01,FIT_COMPLETE,,b224467a4c83ce451899986b74c0d5eba08d4707960778f083f4a99f6e1be270,2130.0,2130.0,True,75c7cef5644e1288072fe5cd63b5047e4c455c43fa5102ec2681db30473127d4,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.453171330633722e-16,False
2235,2021-08-02,FIT_COMPLETE,,3df8c73148a81d3c08ba967fdaee6466ac8a67818bfcb318038d2f599d6ad3a2,2235.0,2235.0,False,eb49bcf145240f05f6b3b88ef392e2d502f6eef9364609ed638fe11556e619ed,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",5.089787098733201e-16,False
2257,2021-09-01,FIT_COMPLETE,,3df8c73148a81d3c08ba967fdaee6466ac8a67818bfcb318038d2f599d6ad3a2,2235.0,2235.0,True,eb49bcf145240f05f6b3b88ef392e2d502f6eef9364609ed638fe11556e619ed,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",5.089787098733201e-16,False
2277,2021-10-08,FIT_COMPLETE,,3df8c73148a81d3c08ba967fdaee6466ac8a67818bfcb318038d2f599d6ad3a2,2235.0,2235.0,True,eb49bcf145240f05f6b3b88ef392e2d502f6eef9364609ed638fe11556e619ed,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",5.089787098733201e-16,False
2293,2021-11-01,FIT_COMPLETE,,3df8c73148a81d3c08ba967fdaee6466ac8a67818bfcb318038d2f599d6ad3a2,2235.0,2235.0,True,eb49bcf145240f05f6b3b88ef392e2d502f6eef9364609ed638fe11556e619ed,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",5.089787098733201e-16,False
2315,2021-12-01,FIT_COMPLETE,,3df8c73148a81d3c08ba967fdaee6466ac8a67818bfcb318038d2f599d6ad3a2,2235.0,2235.0,True,eb49bcf145240f05f6b3b88ef392e2d502f6eef9364609ed638fe11556e619ed,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",5.089787098733201e-16,False
2338,2022-01-04,FIT_COMPLETE,,3df8c73148a81d3c08ba967fdaee6466ac8a67818bfcb318038d2f599d6ad3a2,2235.0,2235.0,True,eb49bcf145240f05f6b3b88ef392e2d502f6eef9364609ed638fe11556e619ed,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",5.089787098733201e-16,False
2357,2022-02-07,FIT_COMPLETE,,0f5222175dd17bd92e61c20526fb0e24a6c22d718229286979758bc2e6c491af,2357.0,2357.0,False,c2a32dde95cc10f5ca5a6665df05536c4d417a8ea632b7d93aa4768738b21d19,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.3194614551822497e-16,False
2373,2022-03-01,FIT_COMPLETE,,0f5222175dd17bd92e61c20526fb0e24a6c22d718229286979758bc2e6c491af,2357.0,2357.0,True,c2a32dde95cc10f5ca5a6665df05536c4d417a8ea632b7d93aa4768738b21d19,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.3194614551822497e-16,False
2396,2022-04-01,FIT_COMPLETE,,0f5222175dd17bd92e61c20526fb0e24a6c22d718229286979758bc2e6c491af,2357.0,2357.0,True,c2a32dde95cc10f5ca5a6665df05536c4d417a8ea632b7d93aa4768738b21d19,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.3194614551822497e-16,False
2415,2022-05-05,FIT_COMPLETE,,0f5222175dd17bd92e61c20526fb0e24a6c22d718229286979758bc2e6c491af,2357.0,2357.0,True,c2a32dde95cc10f5ca5a6665df05536c4d417a8ea632b7d93aa4768738b21d19,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.3194614551822497e-16,False
2434,2022-06-01,FIT_COMPLETE,,0f5222175dd17bd92e61c20526fb0e24a6c22d718229286979758bc2e6c491af,2357.0,2357.0,True,c2a32dde95cc10f5ca5a6665df05536c4d417a8ea632b7d93aa4768738b21d19,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.3194614551822497e-16,False
2455,2022-07-01,FIT_COMPLETE,,0f5222175dd17bd92e61c20526fb0e24a6c22d718229286979758bc2e6c491af,2357.0,2357.0,True,c2a32dde95cc10f5ca5a6665df05536c4d417a8ea632b7d93aa4768738b21d19,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.3194614551822497e-16,False
2476,2022-08-01,FIT_COMPLETE,,0f5222175dd17bd92e61c20526fb0e24a6c22d718229286979758bc2e6c491af,2357.0,2357.0,True,c2a32dde95cc10f5ca5a6665df05536c4d417a8ea632b7d93aa4768738b21d19,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.3194614551822497e-16,False
2499,2022-09-01,FIT_COMPLETE,,30ab2721f0bdd726f8b6e662d2be018afbd58119cf6f6a01975c94b5d21c8018,2499.0,2499.0,False,f66626ba7c8d4933d01114c6a15454ce234ce1331a55547c350734c00ad27fb3,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",4.202367620553815e-16,False
2520,2022-10-10,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,False,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2536,2022-11-01,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2558,2022-12-01,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2580,2023-01-03,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2596,2023-02-01,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2616,2023-03-01,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2639,2023-04-03,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
2658,2023-05-04,FIT_COMPLETE,,17b957dab1feba0346e4807b22b4599b395e50ababd2a3d7b8aec6ed98febc1c,2520.0,2520.0,True,bce14c49ae57f3c0386f504e966fd18d4b1fc168ded32100e43580b94312a26f,20.0,"log_holding_days,cycle_return,cycle_drawdown,entry_mode,mom5,mom20,sma120,vol20,log_holding_days_times_mom5,log_holding_days_times_mom20,log_holding_days_times_sma120,log_holding_days_times_vol20,cycle_return_times_mom5,cycle_return_times_mom20,cycle_return_times_sma120,cycle_return_times_vol20,cycle_drawdown_times_mom5,cycle_drawdown_times_mom20,cycle_drawdown_times_sma120,cycle_drawdown_times_vol20",6.374024572042281e-16,False
