ts_code,stockName,infoCode,publishDate,orgCode,orgName,orgSName,title,attachPages,source_raw_path,directory_retrieved_at
000001.SZ,平安银行,AP201710230972169151,2017-10-23 00:00:00.000,80000200,中银国际证券有限责任公司,中银国际,零售转型显成效，资负调整进行时,4,data/raw/510300_forward_eps_history_directory_v1/000001_2017_0001.json,2026-09-06T21:19:07.776456+08:00
000001.SZ,平安银行,AP201710240973520807,2017-10-24 00:00:00.000,80000119,群益证券(香港)有限公司,群益证券,三季报点评：业绩符合预期，资产状况稳定，零售转型显著,4,data/raw/510300_forward_eps_history_directory_v1/000001_2017_0001.json,2026-09-06T21:19:07.776456+08:00
000001.SZ,平安银行,AP201710240974258184,2017-10-24 00:00:00.000,80050806,太平洋证券股份有限公司,太平洋,平安银行三季报点评：零售转型持续推进；资产质量稳定,4,data/raw/510300_forward_eps_history_directory_v1/000001_2017_0001.json,2026-09-06T21:19:07.776456+08:00
000001.SZ,平安银行,AP201711141036116920,2017-11-14 00:00:00.000,80101832,交银国际证券有限公司,交银国际证券,科技助力转型，转化集团优势为竞争力,8,data/raw/510300_forward_eps_history_directory_v1/000001_2017_0001.json,2026-09-06T21:19:07.776456+08:00
000001.SZ,平安银行,AP201801141077577571,2018-01-14 00:00:00.000,80000200,中银国际证券股份有限公司,中银国际,依托集团零售转型稳步，向上弹性待业绩拐点,2,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201803151104308852,2018-03-15 00:00:00.000,80000031,东吴证券股份有限公司,东吴证券,零售业务业绩占比提升，资产质量稳中向好,11,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201803160013029735,2018-03-16 00:00:00.000,80000200,中银国际证券股份有限公司,中银国际,2017年年报点评：零售转型持续推进，关注存款改善可持续性,6,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201803161105217821,2018-03-16 00:00:00.000,80000119,群益证券(香港)有限公司,群益证券,年报点评：零售转型深入，资产状况改善,2,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201803191105954813,2018-03-19 00:00:00.000,80101832,BOCOM International Securities Ltd,交银国际证券,FY17 in line; asset quality and funding challenges persist,8,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201803201106866512,2018-03-20 00:00:00.000,80000197,中航证券有限公司,中航证券,年报点评：业绩符合预期，零售贡献显著,3,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201804201126978203,2018-04-20 00:00:00.000,80000031,东吴证券股份有限公司,东吴证券,资产质量企稳好转，存款成本上行拖累净息差,9,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201804201127126709,2018-04-20 00:00:00.000,80000200,中银国际证券股份有限公司,中银国际,2018年1季报点评：资产质量大幅改善，零售战略积极推进,6,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201805031135776758,2018-05-03 00:00:00.000,80000197,中航证券有限公司,中航证券,一季报点评：业绩开始释放，负债压力犹存,5,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201808161179394519,2018-08-16 00:00:00.000,80000031,东吴证券股份有限公司,东吴证券,零售业务稳步发展，带动中收改善,7,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201808161179507951,2018-08-16 00:00:00.000,80000187,万联证券股份有限公司,万联证券,2018年中报点评：信用卡业务继续放量 成本收入比上升,3,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201808161179514379,2018-08-16 00:00:00.000,80050806,太平洋证券股份有限公司,太平洋,平安银行：手续费增速提升拉动业绩增长，资产质量优于同业平均水平,10,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201808161179537192,2018-08-16 00:00:00.000,80000119,群益证券(香港)有限公司,群益证券,半年报点评：非息收入增长强劲，零售不断突破，资产质量平稳,4,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201808161179767568,2018-08-16 00:00:00.000,80000038,民生证券股份有限公司,民生证券,平安银行18年中报业绩点评：零售贷款增速亮眼，资产质量风险可控,4,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201808271183439553,2018-08-27 00:00:00.000,80000197,中航证券股份有限公司,中航证券,半年报点评：速度与质量并重，业绩持续释放,5,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201809071190994648,2018-09-07 00:00:00.000,10000296,西南证券股份有限公司,西南证券,借势转型聚焦零售，乘风而起修复估值,21,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201810241220125856,2018-10-24 00:00:00.000,80000031,东吴证券股份有限公司,东吴证券,零售转型带动息差回升，资产质量趋势值得关注,6,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201810241220280787,2018-10-24 00:00:00.000,80050806,太平洋证券股份有限公司,太平洋,平安银行：业绩小幅改善，投资收益大幅增长是主因,11,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201810241220391312,2018-10-24 00:00:00.000,80000119,群益证券,群益证券,三季报点评：转型零售成果显著，资产质量表现平稳,5,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201810241220451225,2018-10-24 00:00:00.000,80000187,万联证券股份有限公司,万联证券,点评报告：零售贷款保持快速增长,3,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201810261222393259,2018-10-26 00:00:00.000,10000296,西南证券股份有限公司,西南证券,业绩改善符合预期，依托科技平台打造先进银行,5,data/raw/510300_forward_eps_history_directory_v1/000001_2018_0001.json,2026-09-06T21:19:09.919193+08:00
000001.SZ,平安银行,AP201901041282292097,2019-01-04 00:00:00.000,80050806,太平洋证券股份有限公司,太平洋,平安银行：终将脱颖而出，强烈推荐,27,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201901091283541420,2019-01-09 00:00:00.000,80000187,万联证券股份有限公司,万联证券,业绩快报点评报告：存量资产质量持续改善,3,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201903071303507274,2019-03-07 00:00:00.000,80000007,国信证券股份有限公司,国信证券,2018年报业绩点评：零售转型持续推进,5,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201903081304112431,2019-03-08 00:00:00.000,80000119,群益证券(香港)有限公司,群益证券,年报点评：零售业务高歌猛进，资产质量已得到市场认可,2,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201903081304235439,2019-03-08 00:00:00.000,80000038,民生证券股份有限公司,民生证券,平安银行18年报业绩点评：零售贷款驱动业绩，净息差环比向好,4,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201903121304985362,2019-03-12 00:00:00.000,80027629,招银国际证券有限公司,招银国际,零售银行开放日纪要,7,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201903141305790669,2019-03-14 00:00:00.000,80027629,招银国际,招银国际,Takeaways from retail banking corporate day,7,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201904251322346594,2019-04-25 00:00:00.000,10000296,西南证券股份有限公司,西南证券,2019年一季报点评：业绩提速息差增长，质量扎实拨备增厚,5,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201904251322394377,2019-04-25 00:00:00.000,80000119,群益证券,群益证券,一季报点评：息差回升，资产质量继续改善，净利增长提速,2,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201906061333904295,2019-06-06 00:00:00.000,80894586,恒大研究院,恒大研究院,解码平安：如何成为世界级综合金融集团,23,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201906061333913872,2019-06-06 00:00:00.000,80000134,华金证券股份有限公司,华金证券,零售转型步入盈利提升与资产质量优化新阶段,35,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201907011336943414,2019-07-01 00:00:00.000,80027629,CMB International Securities Limited,招银国际,Best proxy to capture the retail banking boom,20,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201907021337093068,2019-07-02 00:00:00.000,80000200,中银国际证券股份有限公司,中银国际,基本面迎拐点，依托集团转型可期,2,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201908081342635846,2019-08-08 00:00:00.000,80000200,中银国际证券股份有限公司,中银国际,息差表现亮眼，零售贡献度持续提升,6,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201908081342638362,2019-08-08 00:00:00.000,80027629,招银国际证券有限公司,招银国际,业绩全面改善，净息差及不良率表现亮眼,4,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201908081342653437,2019-08-08 00:00:00.000,80027629,CMB International Securities Limited,招银国际,All-round improvement; NIM & NPL are bright spots,4,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201908081342660372,2019-08-08 00:00:00.000,80000134,华金证券股份有限公司,华金证券,零售业务步入提质阶段，资产质量优化,4,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201908081342661114,2019-08-08 00:00:00.000,80114781,东兴证券股份有限公司,东兴证券,平安银行2019年半年报点评：盈利能力稳步提升，零售业务不断突破,6,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201908081342662509,2019-08-08 00:00:00.000,80000187,万联证券股份有限公司,万联证券,点评报告：二季度净息差继续上行,3,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201908081342665393,2019-08-08 00:00:00.000,80000119,群益证券,群益证券,半年报点评：息差提升推动净利快速增长,3,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201908121342929286,2019-08-12 00:00:00.000,80000031,东吴证券股份有限公司,东吴证券,核心指标全面向好，未来持续超预期,5,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201910221369403582,2019-10-22 00:00:00.000,80000200,中银国际证券股份有限公司,中银国际,营收增速提升，息差环比收窄,6,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201910221369431064,2019-10-22 00:00:00.000,80000031,东吴证券股份有限公司,东吴证券,2019年三季报点评：ROE持续上行，单季度利润创新高,5,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201910221369435602,2019-10-22 00:00:00.000,80114781,东兴证券股份有限公司,东兴证券,平安银行2019年三季报点评：零售转型持续显成效，不良平稳,6,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201910221369436621,2019-10-22 00:00:00.000,80000038,民生证券股份有限公司,民生证券,平安银行三季报点评：利润高增长，零售快转型,4,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201910231369524211,2019-10-23 00:00:00.000,80027629,CMB International Securities Limited,招银国际,Long-term prospect stays intact despite some NIM pressure,4,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201910231369538596,2019-10-23 00:00:00.000,80000081,东莞证券股份有限公司,东莞证券,2019年三季报点评：净利润保持高增长，资产质量平稳，风险抵补能力提升,3,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201910231369538899,2019-10-23 00:00:00.000,80000119,群益证券(香港)有限公司,群益证券,三季报点评：业绩基本符合预期，收入端增长强劲,3,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP201910231369547232,2019-10-23 00:00:00.000,80050806,太平洋证券股份有限公司,太平洋,平安银行：资产质量稳定，业绩依然保持较快增长,7,data/raw/510300_forward_eps_history_directory_v1/000001_2019_0001.json,2026-09-06T21:19:10.714285+08:00
000001.SZ,平安银行,AP202001141374050394,2020-01-14 00:00:00.000,80000038,民生证券股份有限公司,民生证券,平安银行业绩快报点评：清理包袱加快放贷，真实盈利能力改善,4,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202001141374050401,2020-01-14 00:00:00.000,80000200,中银国际证券股份有限公司,中银国际,存贷业务快增，不良认定趋严,6,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202001141374166371,2020-01-14 00:00:00.000,80000031,东吴证券股份有限公司,东吴证券,2019年业绩快报点评：主动计提拨备，对公业务复苏初显成效,4,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202002141375107221,2020-02-14 00:00:00.000,80000200,中银国际证券股份有限公司,中银证券,主营业务增长强劲，关注资产质量表现,6,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202002141375107233,2020-02-14 00:00:00.000,80000038,民生证券股份有限公司,民生证券,平安银行年报点评：夯实资产质量，改善存款成本,4,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202002141375112009,2020-02-14 00:00:00.000,80027629,CMB International Securities Limited,招银国际,Stable NIM and rising dividend payout highlight 4Q19 results,4,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202002141375112272,2020-02-14 00:00:00.000,80000134,华金证券股份有限公司,华金证券,息差彰显韧性、资产质量持续优化,4,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202002141375125177,2020-02-14 00:00:00.000,80000119,群益证券,群益证券,2019年年报点评：拨备计提增加，不良认定趋严,3,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202002161375153796,2020-02-16 00:00:00.000,80027629,招银国际,招银国际,4Q19业绩亮点-息差企稳，派息提升,4,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202002161375155404,2020-02-16 00:00:00.000,80050806,太平洋证券股份有限公司,太平洋,平安银行年报点评：夯实资产质量，蓄力未来发展,7,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202002171375159659,2020-02-17 00:00:00.000,80000187,万联证券股份有限公司,万联证券,零售业务稳健发展 关注资产质量变动,3,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202002191375248780,2020-02-19 00:00:00.000,80000031,东吴证券股份有限公司,东吴证券,对公复苏，负债改善，净息差强势,5,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202002221375386584,2020-02-22 00:00:00.000,80000031,东吴证券股份有限公司,东吴证券,透视平安集团年报，掘金银行资源禀赋,8,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202003021375680722,2020-03-02 00:00:00.000,80000038,民生证券股份有限公司,民生证券,平安银行深度报告：零售对公双拳出击，旗帜鲜明推平安,21,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202003231376808071,2020-03-23 00:00:00.000,80027629,招银国际,招银国际,Conference call takeaway – Business outlook remains solid,4,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202004211378307160,2020-04-21 00:00:00.000,80000031,东吴证券股份有限公司,东吴证券,2020年一季报点评：逆势强劲增长14.8%，资产质量总体稳定,6,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202004211378310161,2020-04-21 00:00:00.000,80000038,民生证券股份有限公司,民生证券,点评平安银行一季报：无惧疫情影响，用实力说话,5,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202004211378313880,2020-04-21 00:00:00.000,80000200,中银国际证券股份有限公司,中银证券,盈利增速超预期提升，风险抵补能力增强,6,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202004211378322817,2020-04-21 00:00:00.000,80027629,CMB International Securities Limited,招银国际,Solid earnings momentum; Asset quality trend is key to watch,4,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202004211378353157,2020-04-21 00:00:00.000,80000134,华金证券股份有限公司,华金证券,零售转型依旧亮眼、关注信用卡不良率抬升,4,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202004221378376458,2020-04-22 00:00:00.000,80000187,万联证券股份有限公司,万联证券,季报点评报告：一季度净息差保持基本稳定,3,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202004221378380230,2020-04-22 00:00:00.000,80050806,太平洋证券股份有限公司,太平洋,平安银行：一季报表现亮眼，维持较快增速,6,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202004221378389078,2020-04-22 00:00:00.000,80114781,东兴证券股份有限公司,东兴证券,盈利保持高速增长，资产质量表现平稳,11,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202006231386768730,2020-06-23 00:00:00.000,80045894,新时代证券股份有限公司,新时代证券,首次覆盖报告：科技引领，零售突破：打造全球领先的智能化商业银行,32,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202008281402901187,2020-08-28 00:00:00.000,80027629,招银国际,招银国际,Bottom line disappoints but core earnings resilient,4,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202008281402902991,2020-08-28 00:00:00.000,80000134,华金证券股份有限公司,华金证券,零售转型依旧亮眼、关注信用卡不良率抬升,5,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202008281402903534,2020-08-28 00:00:00.000,80000038,民生证券股份有限公司,民生证券,详细解读平安银行2020年半年报：低调的利润增速藏不住靓丽的基本面,11,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
000001.SZ,平安银行,AP202008281402931207,2020-08-28 00:00:00.000,80000031,东吴证券股份有限公司,东吴证券,2020年中报点评：利润下滑11%与拨备覆盖率提升32pct,6,data/raw/510300_forward_eps_history_directory_v1/000001_2020_0001.json,2026-09-06T21:19:11.464704+08:00
