date,standard_241,volume_relative_error,amount_relative_error,pre_complete,reaction_complete,entry_complete,exit_complete
2017-06-22,True,0.0,1.4500522151254076e-09,True,True,True,True
2017-06-23,True,0.0,0.0,True,True,True,True
2017-06-26,True,0.0,0.0,True,True,True,True
2017-06-27,True,0.0,0.0,True,True,True,True
2017-06-28,True,0.0,0.0,True,True,True,True
2017-06-29,True,0.0,0.0,True,True,True,True
2017-06-30,True,0.0,0.0,True,True,True,True
2017-07-03,True,0.0,0.0,True,True,True,True
2017-07-04,True,0.0,0.0,True,True,True,True
2017-07-05,True,0.0,0.0,True,True,True,True
2017-07-06,True,0.0,1.6791293163775098e-09,True,True,True,True
2017-07-07,True,0.0,0.0,True,True,True,True
2017-07-10,True,0.0,2.8506389878106914e-09,True,True,True,True
2017-07-11,True,0.0,0.0,True,True,True,True
2017-07-12,True,0.0,0.0,True,True,True,True
2017-07-13,True,0.0,0.0,True,True,True,True
2017-07-14,True,0.0,0.0,True,True,True,True
2017-07-17,True,0.0,0.0,True,True,True,True
2017-07-18,True,0.0,0.0,True,True,True,True
2017-07-19,True,0.0,1.5339732059339776e-09,True,True,True,True
2017-07-20,True,0.0,0.0,True,True,True,True
2017-07-21,True,0.0,2.6979803518927885e-09,True,True,True,True
2017-07-24,True,0.0,0.0,True,True,True,True
2017-07-25,True,0.0,0.0,True,True,True,True
2017-07-26,True,0.0,0.0,True,True,True,True
2017-07-27,True,0.0,0.0,True,True,True,True
2017-07-28,True,0.0,0.0,True,True,True,True
2017-07-31,True,0.0,0.0,True,True,True,True
2017-08-01,True,0.0,0.0,True,True,True,True
2017-08-02,True,0.0,0.0,True,True,True,True
2017-08-03,True,0.0,0.0,True,True,True,True
2017-08-04,True,0.0,0.0,True,True,True,True
2017-08-07,True,0.0,0.0,True,True,True,True
2017-08-08,True,0.0,2.1829076818071802e-09,True,True,True,True
2017-08-09,True,0.0,0.0,True,True,True,True
2017-08-10,True,0.0,1.910150827344287e-09,True,True,True,True
2017-08-11,True,0.0,0.0,True,True,True,True
2017-08-14,True,0.0,0.0,True,True,True,True
2017-08-15,True,0.0,0.0,True,True,True,True
2017-08-16,True,0.0,0.0,True,True,True,True
2017-08-17,True,0.0,0.0,True,True,True,True
2017-08-18,True,0.0,0.0,True,True,True,True
2017-08-21,True,0.0,0.0,True,True,True,True
2017-08-22,True,0.0,0.0,True,True,True,True
2017-08-23,True,0.0,0.0,True,True,True,True
2017-08-24,True,0.0,0.0,True,True,True,True
2017-08-25,True,0.0,2.5731830720741043e-09,True,True,True,True
2017-08-28,True,0.0,1.1147983321189145e-09,True,True,True,True
2017-08-29,True,0.0,2.1057949616226767e-09,True,True,True,True
2017-08-30,True,0.0,0.0,True,True,True,True
2017-08-31,True,0.0,0.0,True,True,True,True
2017-09-01,True,0.0,2.855940092251465e-09,True,True,True,True
2017-09-04,True,0.0,0.0,True,True,True,True
2017-09-05,True,0.0,0.0,True,True,True,True
2017-09-06,True,0.0,0.0,True,True,True,True
2017-09-07,True,0.0,0.0,True,True,True,True
2017-09-08,True,0.0,0.0,True,True,True,True
2017-09-11,True,0.0,0.0,True,True,True,True
2017-09-12,True,0.0,0.0,True,True,True,True
2017-09-13,True,0.0,0.0,True,True,True,True
2017-09-14,True,0.0,0.0,True,True,True,True
2017-09-15,True,0.0,0.0,True,True,True,True
2017-09-18,True,0.0,0.0,True,True,True,True
2017-09-19,True,0.0,0.0,True,True,True,True
2017-09-20,True,0.0,0.0,True,True,True,True
2017-09-21,True,0.0,0.0,True,True,True,True
2017-09-22,True,0.0,0.0,True,True,True,True
2017-09-25,True,0.0,0.0,True,True,True,True
2017-09-26,True,0.0,0.0,True,True,True,True
2017-09-27,True,0.0,0.0,True,True,True,True
2017-09-28,True,0.0,0.0,True,True,True,True
2017-09-29,True,0.0,2.887237917983353e-09,True,True,True,True
2017-10-09,True,0.0,4.57847826071242e-09,True,True,True,True
2017-10-10,True,0.0,0.0,True,True,True,True
2017-10-11,True,0.0,0.0,True,True,True,True
2017-10-12,True,0.0,0.0,True,True,True,True
2017-10-13,True,0.0,0.0,True,True,True,True
2017-10-16,True,0.0,0.0,True,True,True,True
2017-10-17,True,0.0,0.0,True,True,True,True
2017-10-18,True,0.0,0.0,True,True,True,True
2017-10-19,True,0.0,0.0,True,True,True,True
2017-10-20,True,0.0,0.0,True,True,True,True
2017-10-23,True,0.0,2.8357422778443915e-09,True,True,True,True
2017-10-24,True,0.0,0.0,True,True,True,True
2017-10-25,True,0.0,0.0,True,True,True,True
2017-10-26,True,0.0,0.0,True,True,True,True
2017-10-27,True,0.0,0.0,True,True,True,True
2017-10-30,True,0.0,0.0,True,True,True,True
2017-10-31,True,0.0,0.0,True,True,True,True
2017-11-01,True,0.0,1.892715798299285e-09,True,True,True,True
2017-11-02,True,0.0,0.0,True,True,True,True
2017-11-03,True,0.0,2.19951237005944e-09,True,True,True,True
2017-11-06,True,0.0,0.0,True,True,True,True
2017-11-07,True,0.0,0.0,True,True,True,True
2017-11-08,True,0.0,0.0,True,True,True,True
2017-11-09,True,0.0,1.995484902646547e-09,True,True,True,True
2017-11-10,True,0.0,0.0,True,True,True,True
2017-11-13,True,0.0,0.0,True,True,True,True
2017-11-14,True,0.0,3.6168619447155104e-09,True,True,True,True
2017-11-15,True,0.0,9.468993118790656e-10,True,True,True,True
2017-11-16,True,0.0,0.0,True,True,True,True
2017-11-17,True,0.0,0.0,True,True,True,True
2017-11-20,True,0.0,1.7166268087354695e-09,True,True,True,True
2017-11-21,True,0.0,1.3590908416124671e-09,True,True,True,True
2017-11-22,True,0.0,0.0,True,True,True,True
2017-11-23,True,0.0,3.956901929394858e-09,True,True,True,True
2017-11-24,True,0.0,0.0,True,True,True,True
2017-11-27,True,0.0,8.93050042327029e-10,True,True,True,True
2017-11-28,True,0.0,0.0,True,True,True,True
2017-11-29,True,0.0,0.0,True,True,True,True
2017-11-30,True,0.0,2.085360707389123e-09,True,True,True,True
2017-12-01,True,0.0,0.0,True,True,True,True
2017-12-04,True,0.0,0.0,True,True,True,True
2017-12-05,True,0.0,0.0,True,True,True,True
2017-12-06,True,0.0,0.0,True,True,True,True
2017-12-07,True,0.0,0.0,True,True,True,True
2017-12-08,True,0.0,0.0,True,True,True,True
2017-12-11,True,0.0,0.0,True,True,True,True
2017-12-12,True,0.0,0.0,True,True,True,True
2017-12-13,True,0.0,0.0,True,True,True,True
2017-12-14,True,0.0,0.0,True,True,True,True
2017-12-15,True,0.0,0.0,True,True,True,True
2017-12-18,True,0.0,0.0,True,True,True,True
2017-12-19,True,0.0,0.0,True,True,True,True
2017-12-20,True,0.0,0.0,True,True,True,True
2017-12-21,True,0.0,1.0066155237126754e-09,True,True,True,True
2017-12-22,True,0.0,1.874190338093934e-09,True,True,True,True
2017-12-25,True,0.0,1.4307203730208479e-09,True,True,True,True
2017-12-26,True,0.0,1.170732037359801e-09,True,True,True,True
2017-12-27,True,0.0,2.3649895264186002e-09,True,True,True,True
2017-12-28,True,0.0,0.0,True,True,True,True
2017-12-29,True,0.0,0.0,True,True,True,True
2018-01-02,True,0.0,0.0,True,True,True,True
2018-01-03,True,0.0,0.0,True,True,True,True
2018-01-04,True,0.0,0.0,True,True,True,True
2018-01-05,True,0.0,1.8822756815488337e-09,True,True,True,True
2018-01-08,True,0.0,2.2554456750547407e-09,True,True,True,True
2018-01-09,True,0.0,0.0,True,True,True,True
2018-01-10,True,0.0,0.0,True,True,True,True
2018-01-11,True,0.0,0.0,True,True,True,True
2018-01-12,True,0.0,0.0,True,True,True,True
2018-01-15,True,0.0,1.4833098477390042e-09,True,True,True,True
2018-01-16,True,0.0,0.0,True,True,True,True
2018-01-17,True,0.0,2.9225147640399995e-09,True,True,True,True
2018-01-18,True,0.0,0.0,True,True,True,True
2018-01-19,True,0.0,2.1081570913507334e-09,True,True,True,True
2018-01-22,True,0.0,0.0,True,True,True,True
2018-01-23,True,0.0,0.0,True,True,True,True
2018-01-24,True,0.0,1.4144032347298544e-09,True,True,True,True
2018-01-25,True,0.0,0.0,True,True,True,True
2018-01-26,True,0.0,0.0,True,True,True,True
2018-01-29,True,0.0,1.0768980875896772e-09,True,True,True,True
2018-01-30,True,0.0,0.0,True,True,True,True
2018-01-31,True,0.0,0.0,True,True,True,True
2018-02-01,True,0.0,0.0,True,True,True,True
2018-02-02,True,0.0,1.1106821629006367e-09,True,True,True,True
2018-02-05,True,0.0,4.08515890183603e-09,True,True,True,True
2018-02-06,True,3.193121862239243e-09,7.653675751907448e-10,True,True,True,True
2018-02-07,True,0.0,4.283136303226277e-09,True,True,True,True
2018-02-08,True,0.0,1.590509176911383e-09,True,True,True,True
2018-02-09,True,0.0,2.504395164776384e-09,True,True,True,True
2018-02-12,True,0.0,1.3349340712422158e-09,True,True,True,True
2018-02-13,True,0.0,0.0,True,True,True,True
2018-02-14,True,0.0,0.0,True,True,True,True
2018-02-22,True,0.0,1.3120093029365984e-09,True,True,True,True
2018-02-23,True,0.0,0.0,True,True,True,True
2018-02-26,True,0.0,3.6112686687144746e-09,True,True,True,True
2018-02-27,True,0.0,1.1554161828274411e-09,True,True,True,True
2018-02-28,True,0.0,3.115476845241497e-09,True,True,True,True
2018-03-01,True,0.0,0.0,True,True,True,True
2018-03-02,True,0.0,0.0,True,True,True,True
2018-03-05,True,0.0,0.0,True,True,True,True
2018-03-06,True,0.0,0.0,True,True,True,True
2018-03-07,True,0.0,0.0,True,True,True,True
2018-03-08,True,0.0,0.0,True,True,True,True
2018-03-09,True,0.0,0.0,True,True,True,True
2018-03-12,True,0.0,9.035646540290299e-09,True,True,True,True
2018-03-13,True,0.0,0.0,True,True,True,True
2018-03-14,True,0.0,0.0,True,True,True,True
2018-03-15,True,0.0,0.0,True,True,True,True
2018-03-16,True,0.0,0.0,True,True,True,True
2018-03-19,True,0.0,0.0,True,True,True,True
2018-03-20,True,0.0,0.0,True,True,True,True
2018-03-21,True,0.0,0.0,True,True,True,True
2018-03-22,True,0.0,0.0,True,True,True,True
2018-03-23,True,0.0,1.8410085070954655e-09,True,True,True,True
2018-03-26,True,0.0,1.1079983704158598e-09,True,True,True,True
2018-03-27,True,0.0,0.0,True,True,True,True
2018-03-28,True,0.0,0.0,True,True,True,True
2018-03-29,True,0.0,1.3390112472227542e-09,True,True,True,True
2018-03-30,True,0.0,2.780583781874518e-09,True,True,True,True
2018-04-02,True,0.0,0.0,True,True,True,True
2018-04-03,True,0.0,3.680857169793936e-09,True,True,True,True
2018-04-04,True,0.0,0.0,True,True,True,True
2018-04-09,True,0.0,0.0,True,True,True,True
2018-04-10,True,0.0,0.0,True,True,True,True
2018-04-11,True,0.0,1.8589517321794846e-09,True,True,True,True
2018-04-12,True,0.0,0.0,True,True,True,True
2018-04-13,True,0.0,2.125429191344628e-09,True,True,True,True
2018-04-16,True,0.0,0.0,True,True,True,True
2018-04-17,True,0.0,0.0,True,True,True,True
2018-04-18,True,0.0,0.0,True,True,True,True
2018-04-19,True,0.0,0.0,True,True,True,True
2018-04-20,True,0.0,3.2473470389395813e-09,True,True,True,True
2018-04-23,True,0.0,0.0,True,True,True,True
2018-04-24,True,0.0,1.4548736563291618e-09,True,True,True,True
2018-04-25,True,0.0,2.438581386890872e-09,True,True,True,True
2018-04-26,True,0.0,0.0,True,True,True,True
2018-04-27,True,0.0,0.0,True,True,True,True
2018-05-02,True,0.0,0.0,True,True,True,True
2018-05-03,True,0.0,1.7672758201582094e-09,True,True,True,True
2018-05-04,True,0.0,0.0,True,True,True,True
2018-05-07,True,0.0,0.0,True,True,True,True
2018-05-08,True,0.0,0.0,True,True,True,True
2018-05-09,True,0.0,0.0,True,True,True,True
2018-05-10,True,0.0,0.0,True,True,True,True
2018-05-11,True,0.0,0.0,True,True,True,True
2018-05-14,True,0.0,0.0,True,True,True,True
2018-05-15,True,0.0,1.773210673625966e-09,True,True,True,True
2018-05-16,True,0.0,0.0,True,True,True,True
2018-05-17,True,0.0,0.0,True,True,True,True
2018-05-18,True,0.0,0.0,True,True,True,True
2018-05-21,True,0.0,0.0,True,True,True,True
2018-05-22,True,0.0,0.0,True,True,True,True
2018-05-23,True,0.0,0.0,True,True,True,True
2018-05-24,True,0.0,0.0,True,True,True,True
2018-05-25,True,0.0,0.0,True,True,True,True
2018-05-28,True,0.0,0.0,True,True,True,True
2018-05-29,True,0.0,2.07230268129919e-09,True,True,True,True
2018-05-30,True,0.0,0.0,True,True,True,True
2018-05-31,True,0.0,0.0,True,True,True,True
2018-06-01,True,0.0,0.0,True,True,True,True
2018-06-04,True,0.0,0.0,True,True,True,True
2018-06-05,True,0.0,2.492287135840216e-09,True,True,True,True
2018-06-06,True,0.0,0.0,True,True,True,True
2018-06-07,True,0.0,0.0,True,True,True,True
2018-06-08,True,0.0,0.0,True,True,True,True
2018-06-11,True,0.0,0.0,True,True,True,True
2018-06-12,True,0.0,0.0,True,True,True,True
2018-06-13,True,0.0,0.0,True,True,True,True
2018-06-14,True,0.0,1.9212942074811755e-09,True,True,True,True
2018-06-15,True,0.0,0.0,True,True,True,True
2018-06-19,True,0.0,7.735513737290775e-10,True,True,True,True
2018-06-20,True,0.0,6.6304533616694565e-09,True,True,True,True
2018-06-21,True,0.0,1.637715141137353e-09,True,True,True,True
2018-06-22,True,0.0,1.7966252435526648e-09,True,True,True,True
2018-06-25,True,0.0,0.0,True,True,True,True
2018-06-26,True,0.0,1.3960890916355325e-09,True,True,True,True
2018-06-27,True,0.0,0.0,True,True,True,True
2018-06-28,True,0.0,3.5453660723541343e-09,True,True,True,True
2018-06-29,True,0.0,0.0,True,True,True,True
2018-07-02,True,0.0,1.3589298182188903e-09,True,True,True,True
2018-07-03,True,0.0,8.10797068676937e-10,True,True,True,True
2018-07-04,True,0.0,0.0,True,True,True,True
2018-07-05,True,0.0,1.709521284383618e-09,True,True,True,True
2018-07-06,True,0.0,0.0,True,True,True,True
2018-07-09,True,0.0,1.2575846252327694e-09,True,True,True,True
2018-07-10,True,0.0,0.0,True,True,True,True
2018-07-11,True,0.0,1.491278882803769e-09,True,True,True,True
2018-07-12,True,0.0,1.366143160765459e-09,True,True,True,True
2018-07-13,True,0.0,8.533849951762116e-09,True,True,True,True
2018-07-16,True,0.0,0.0,True,True,True,True
2018-07-17,True,0.0,0.0,True,True,True,True
2018-07-18,True,0.0,0.0,True,True,True,True
2018-07-19,True,0.0,0.0,True,True,True,True
2018-07-20,True,0.0,0.0,True,True,True,True
2018-07-23,True,0.0,0.0,True,True,True,True
2018-07-24,True,0.0,0.0,True,True,True,True
2018-07-25,True,0.0,0.0,True,True,True,True
2018-07-26,True,0.0,0.0,True,True,True,True
2018-07-27,True,0.0,0.0,True,True,True,True
2018-07-30,True,0.0,0.0,True,True,True,True
2018-07-31,True,0.0,0.0,True,True,True,True
2018-08-01,True,0.0,2.0923522909529346e-09,True,True,True,True
2018-08-02,True,0.0,1.077331371692681e-09,True,True,True,True
2018-08-03,True,0.0,3.5085079231882367e-09,True,True,True,True
2018-08-06,True,0.0,0.0,True,True,True,True
2018-08-07,True,0.0,2.631457627129778e-09,True,True,True,True
2018-08-08,True,0.0,0.0,True,True,True,True
2018-08-09,True,0.0,0.0,True,True,True,True
2018-08-10,True,0.0,2.0993917509677933e-09,True,True,True,True
2018-08-13,True,0.0,0.0,True,True,True,True
2018-08-14,True,0.0,0.0,True,True,True,True
2018-08-15,True,0.0,0.0,True,True,True,True
2018-08-16,True,0.0,0.0,True,True,True,True
2018-08-17,True,0.0,0.0,True,True,True,True
2018-08-20,True,0.0,1.48084166371139e-09,True,True,True,True
2018-08-21,True,0.0,0.0,True,True,True,True
2018-08-22,True,0.0,0.0,True,True,True,True
2018-08-23,True,0.0,1.2069800307220716e-09,True,True,True,True
2018-08-24,True,0.0,0.0,True,True,True,True
2018-08-27,True,0.0,0.0,True,True,True,True
2018-08-28,True,0.0,2.0127443254306955e-09,True,True,True,True
2018-08-29,True,0.0,0.0,True,True,True,True
2018-08-30,True,0.0,0.0,True,True,True,True
2018-08-31,True,0.0,0.0,True,True,True,True
2018-09-03,True,0.0,0.0,True,True,True,True
2018-09-04,True,0.0,1.6758250683808677e-09,True,True,True,True
2018-09-05,True,0.0,1.5106945186998288e-09,True,True,True,True
2018-09-06,True,0.0,1.400561918716868e-09,True,True,True,True
2018-09-07,True,0.0,0.0,True,True,True,True
2018-09-10,True,0.0,0.0,True,True,True,True
2018-09-11,True,0.0,2.6956122264237857e-09,True,True,True,True
2018-09-12,True,0.0,1.4811213760432306e-09,True,True,True,True
2018-09-13,True,0.0,0.0,True,True,True,True
2018-09-14,True,0.0,1.724456728208428e-09,True,True,True,True
2018-09-17,True,0.0,0.0,True,True,True,True
2018-09-18,True,0.0,1.2794390368098985e-09,True,True,True,True
2018-09-19,True,0.0,1.3279069553506921e-09,True,True,True,True
2018-09-20,True,0.0,0.0,True,True,True,True
2018-09-21,True,0.0,3.050902904905667e-09,True,True,True,True
2018-09-25,True,0.0,1.3888157083313317e-09,True,True,True,True
2018-09-26,True,0.0,9.508778938275796e-10,True,True,True,True
2018-09-27,True,0.0,0.0,True,True,True,True
2018-09-28,True,0.0,0.0,True,True,True,True
2018-10-08,True,0.0,6.869183068609788e-10,True,True,True,True
2018-10-09,True,0.0,1.5171040517604735e-09,True,True,True,True
2018-10-10,True,0.0,3.4000686749004747e-09,True,True,True,True
2018-10-11,True,0.0,9.299483934980717e-10,True,True,True,True
2018-10-12,True,0.0,6.238964821365644e-10,True,True,True,True
2018-10-15,True,0.0,1.0643687929323275e-09,True,True,True,True
2018-10-16,True,0.0,1.271277801307919e-09,True,True,True,True
2018-10-17,True,0.0,4.892062755415615e-10,True,True,True,True
2018-10-18,True,0.0,1.0773131277864303e-09,True,True,True,True
2018-10-19,True,0.0,1.4233240167590635e-09,True,True,True,True
2018-10-22,True,0.0,5.178773304807564e-09,True,True,True,True
2018-10-23,True,0.0,2.122757600395789e-09,True,True,True,True
2018-10-24,True,0.0,5.781493393865613e-10,True,True,True,True
2018-10-25,True,0.0,2.9510198509652143e-09,True,True,True,True
2018-10-26,True,0.0,2.0564955204817764e-09,True,True,True,True
2018-10-29,True,0.0,7.752030456586567e-10,True,True,True,True
2018-10-30,True,0.0,6.955082686144954e-09,True,True,True,True
2018-10-31,True,0.0,0.0,True,True,True,True
2018-11-01,True,0.0,1.7808079093847918e-09,True,True,True,True
2018-11-02,True,0.0,4.561039559758524e-09,True,True,True,True
2018-11-05,True,0.0,2.669769198249547e-09,True,True,True,True
2018-11-06,True,0.0,9.012227913179348e-10,True,True,True,True
2018-11-07,True,0.0,7.731306016642381e-10,True,True,True,True
2018-11-08,True,0.0,9.740591838424052e-10,True,True,True,True
2018-11-09,True,0.0,0.0,True,True,True,True
2018-11-12,True,0.0,8.876591477281036e-10,True,True,True,True
2018-11-13,True,0.0,1.3606182535507262e-09,True,True,True,True
2018-11-14,True,0.0,0.0,True,True,True,True
2018-11-15,True,0.0,2.731840562243591e-09,True,True,True,True
2018-11-16,True,0.0,7.264263740472618e-10,True,True,True,True
2018-11-19,True,0.0,8.227607386936348e-10,True,True,True,True
2018-11-20,True,0.0,1.5855830705969347e-09,True,True,True,True
2018-11-21,True,0.0,1.0577267856472683e-09,True,True,True,True
2018-11-22,True,0.0,0.0,True,True,True,True
2018-11-23,True,0.0,2.5379350229565372e-09,True,True,True,True
2018-11-26,True,0.0,3.672628896796657e-09,True,True,True,True
2018-11-27,True,0.0,0.0,True,True,True,True
2018-11-28,True,0.0,0.0,True,True,True,True
2018-11-29,True,0.0,0.0,True,True,True,True
2018-11-30,True,0.0,0.0,True,True,True,True
2018-12-03,True,0.0,5.081599634247824e-10,True,True,True,True
2018-12-04,True,0.0,0.0,True,True,True,True
2018-12-05,True,0.0,2.245261623763705e-09,True,True,True,True
2018-12-06,True,0.0,0.0,True,True,True,True
2018-12-07,True,0.0,1.6013086987717794e-09,True,True,True,True
2018-12-10,True,0.0,1.1974807596134671e-09,True,True,True,True
2018-12-11,True,0.0,0.0,True,True,True,True
2018-12-12,True,0.0,0.0,True,True,True,True
2018-12-13,True,0.0,1.4609196125886972e-09,True,True,True,True
2018-12-14,True,0.0,1.0257781704086653e-09,True,True,True,True
2018-12-17,True,0.0,2.658421655339772e-09,True,True,True,True
2018-12-18,True,0.0,9.546595909986282e-10,True,True,True,True
2018-12-19,True,0.0,2.1683174852857877e-09,True,True,True,True
2018-12-20,True,0.0,9.228886580005354e-10,True,True,True,True
2018-12-21,True,0.0,0.0,True,True,True,True
2018-12-24,True,0.0,0.0,True,True,True,True
2018-12-25,True,0.0,1.6252745700086465e-09,True,True,True,True
2018-12-26,True,0.0,1.5064342991932564e-09,True,True,True,True
2018-12-27,True,0.0,0.0,True,True,True,True
2018-12-28,True,0.0,5.869654555882903e-09,True,True,True,True
2019-01-02,True,0.0,9.407629919576245e-10,True,True,True,True
2019-01-03,True,0.0,0.0,True,True,True,True
2019-01-04,True,0.0,0.0,True,True,True,True
2019-01-07,True,0.0,3.0916262571987486e-09,True,True,True,True
2019-01-08,True,0.0,0.0,True,True,True,True
2019-01-09,True,0.0,7.2170095524708e-10,True,True,True,True
2019-01-10,True,0.0,2.576071241049461e-09,True,True,True,True
2019-01-11,True,0.0,1.2641376262642583e-09,True,True,True,True
2019-01-14,True,0.0,0.0,True,True,True,True
2019-01-15,True,0.0,8.9882300944999e-10,True,True,True,True
2019-01-16,True,0.0,0.0,True,True,True,True
2019-01-17,True,0.0,0.0,True,True,True,True
2019-01-18,True,0.0,8.155687464076168e-10,True,True,True,True
2019-01-21,True,0.0,1.1007815630155969e-09,True,True,True,True
2019-01-22,True,0.0,0.0,True,True,True,True
2019-01-23,True,0.0,1.4105172205708305e-09,True,True,True,True
2019-01-24,True,0.0,0.0,True,True,True,True
2019-01-25,True,0.0,1.1528073421261503e-09,True,True,True,True
