研报编号,证券代码,公司名称,预测机构,预测目标年度,预测每股收益_原文元每股,研报落款日,较晚公开日期,原文最新总股本_百万股,原件页码,原文预测行
AP201903071303507274,000001.SZ,平安银行,国信证券,2019,1.49,2019-03-06,2019-03-07,17170,1,摊薄每股收益(元) 1.30 1.39 1.49 1.60 1.72
AP201903071303507274,000001.SZ,平安银行,国信证券,2020,1.60,2019-03-06,2019-03-07,17170,1,摊薄每股收益(元) 1.30 1.39 1.49 1.60 1.72
AP201903071303507274,000001.SZ,平安银行,国信证券,2021,1.72,2019-03-06,2019-03-07,17170,1,摊薄每股收益(元) 1.30 1.39 1.49 1.60 1.72
AP202203101551739416,000001.SZ,平安银行,国信证券,2022,2.01,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 1.49 1.73 2.01 2.32 2.68
AP202203101551739416,000001.SZ,平安银行,国信证券,2023,2.32,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 1.49 1.73 2.01 2.32 2.68
AP202203101551739416,000001.SZ,平安银行,国信证券,2024,2.68,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 1.49 1.73 2.01 2.32 2.68
AP202204271561941015,000001.SZ,平安银行,国信证券,2022,2.11,2022-04-27,2022-04-27,,1,摊薄每股收益(元) 1.49 1.73 2.11 2.49 2.95
AP202204271561941015,000001.SZ,平安银行,国信证券,2023,2.49,2022-04-27,2022-04-27,,1,摊薄每股收益(元) 1.49 1.73 2.11 2.49 2.95
AP202204271561941015,000001.SZ,平安银行,国信证券,2024,2.95,2022-04-27,2022-04-27,,1,摊薄每股收益(元) 1.49 1.73 2.11 2.49 2.95
AP202208191577363997,000001.SZ,平安银行,国信证券,2022,2.11,2022-08-18,2022-08-19,,1,摊薄每股收益(元) 1.49 1.73 2.11 2.49 2.95
AP202208191577363997,000001.SZ,平安银行,国信证券,2023,2.49,2022-08-18,2022-08-19,,1,摊薄每股收益(元) 1.49 1.73 2.11 2.49 2.95
AP202208191577363997,000001.SZ,平安银行,国信证券,2024,2.95,2022-08-18,2022-08-19,,1,摊薄每股收益(元) 1.49 1.73 2.11 2.49 2.95
AP202210251579439624,000001.SZ,平安银行,国信证券,2022,2.16,2022-10-25,2022-10-25,,1,摊薄每股收益(元) 1.49 1.73 2.16 2.58 3.08
AP202210251579439624,000001.SZ,平安银行,国信证券,2023,2.58,2022-10-25,2022-10-25,,1,摊薄每股收益(元) 1.49 1.73 2.16 2.58 3.08
AP202210251579439624,000001.SZ,平安银行,国信证券,2024,3.08,2022-10-25,2022-10-25,,1,摊薄每股收益(元) 1.49 1.73 2.16 2.58 3.08
AP202301171582070344,000001.SZ,平安银行,国信证券,2022,2.16,2023-01-16,2023-01-17,,1,摊薄每股收益(元) 1.49 1.73 2.16 2.58 3.08
AP202301171582070344,000001.SZ,平安银行,国信证券,2023,2.58,2023-01-16,2023-01-17,,1,摊薄每股收益(元) 1.49 1.73 2.16 2.58 3.08
AP202301171582070344,000001.SZ,平安银行,国信证券,2024,3.08,2023-01-16,2023-01-17,,1,摊薄每股收益(元) 1.49 1.73 2.16 2.58 3.08
AP202303091584148565,000001.SZ,平安银行,国信证券,2023,2.53,2023-03-09,2023-03-09,,1,摊薄每股收益(元) 1.73 2.20 2.53 2.89 3.25
AP202303091584148565,000001.SZ,平安银行,国信证券,2024,2.89,2023-03-09,2023-03-09,,1,摊薄每股收益(元) 1.73 2.20 2.53 2.89 3.25
AP202303091584148565,000001.SZ,平安银行,国信证券,2025,3.25,2023-03-09,2023-03-09,,1,摊薄每股收益(元) 1.73 2.20 2.53 2.89 3.25
AP202304251585792142,000001.SZ,平安银行,国信证券,2023,2.52,2023-04-25,2023-04-25,,1,摊薄每股收益(元) 1.73 2.20 2.52 2.85 3.19
AP202304251585792142,000001.SZ,平安银行,国信证券,2024,2.85,2023-04-25,2023-04-25,,1,摊薄每股收益(元) 1.73 2.20 2.52 2.85 3.19
AP202304251585792142,000001.SZ,平安银行,国信证券,2025,3.19,2023-04-25,2023-04-25,,1,摊薄每股收益(元) 1.73 2.20 2.52 2.85 3.19
AP202308241595701513,000001.SZ,平安银行,国信证券,2023,2.49,2023-08-24,2023-08-24,,1,摊薄每股收益(元) 1.73 2.20 2.49 2.81 3.17
AP202308241595701513,000001.SZ,平安银行,国信证券,2024,2.81,2023-08-24,2023-08-24,,1,摊薄每股收益(元) 1.73 2.20 2.49 2.81 3.17
AP202308241595701513,000001.SZ,平安银行,国信证券,2025,3.17,2023-08-24,2023-08-24,,1,摊薄每股收益(元) 1.73 2.20 2.49 2.81 3.17
AP202403151626825160,000001.SZ,平安银行,国信证券,2024,2.24,2024-03-15,2024-03-15,,1,摊薄每股收益(元) 2.20 2.20 2.24 2.40 2.67
AP202403151626825160,000001.SZ,平安银行,国信证券,2025,2.40,2024-03-15,2024-03-15,,1,摊薄每股收益(元) 2.20 2.20 2.24 2.40 2.67
AP202403151626825160,000001.SZ,平安银行,国信证券,2026,2.67,2024-03-15,2024-03-15,,1,摊薄每股收益(元) 2.20 2.20 2.24 2.40 2.67
AP202404211630895710,000001.SZ,平安银行,国信证券,2024,2.23,2024-04-20,2024-04-21,,1,摊薄每股收益(元) 2.20 2.20 2.23 2.30 2.47
AP202404211630895710,000001.SZ,平安银行,国信证券,2025,2.30,2024-04-20,2024-04-21,,1,摊薄每股收益(元) 2.20 2.20 2.23 2.30 2.47
AP202404211630895710,000001.SZ,平安银行,国信证券,2026,2.47,2024-04-20,2024-04-21,,1,摊薄每股收益(元) 2.20 2.20 2.23 2.30 2.47
AP202408161639304268,000001.SZ,平安银行,国信证券,2024,2.23,2024-08-16,2024-08-16,,1,摊薄每股收益(元) 2.20 2.20 2.23 2.30 2.47
AP202408161639304268,000001.SZ,平安银行,国信证券,2025,2.30,2024-08-16,2024-08-16,,1,摊薄每股收益(元) 2.20 2.20 2.23 2.30 2.47
AP202408161639304268,000001.SZ,平安银行,国信证券,2026,2.47,2024-08-16,2024-08-16,,1,摊薄每股收益(元) 2.20 2.20 2.23 2.30 2.47
AP202410201640374148,000001.SZ,平安银行,国信证券,2024,2.23,2024-10-20,2024-10-20,,1,摊薄每股收益(元) 2.20 2.20 2.23 2.30 2.47
AP202410201640374148,000001.SZ,平安银行,国信证券,2025,2.30,2024-10-20,2024-10-20,,1,摊薄每股收益(元) 2.20 2.20 2.23 2.30 2.47
AP202410201640374148,000001.SZ,平安银行,国信证券,2026,2.47,2024-10-20,2024-10-20,,1,摊薄每股收益(元) 2.20 2.20 2.23 2.30 2.47
AP202503161644416306,000001.SZ,平安银行,国信证券,2025,2.02,2025-03-15,2025-03-16,,1,摊薄每股收益(元) 2.20 2.15 2.02 2.04 2.07
AP202503161644416306,000001.SZ,平安银行,国信证券,2026,2.04,2025-03-15,2025-03-16,,1,摊薄每股收益(元) 2.20 2.15 2.02 2.04 2.07
AP202503161644416306,000001.SZ,平安银行,国信证券,2027,2.07,2025-03-15,2025-03-16,,1,摊薄每股收益(元) 2.20 2.15 2.02 2.04 2.07
AP202508241733444225,000001.SZ,平安银行,国信证券,2025,2.02,2025-08-23,2025-08-24,,1,摊薄每股收益(元) 2.20 2.15 2.02 2.04 2.07
AP202508241733444225,000001.SZ,平安银行,国信证券,2026,2.04,2025-08-23,2025-08-24,,1,摊薄每股收益(元) 2.20 2.15 2.02 2.04 2.07
AP202508241733444225,000001.SZ,平安银行,国信证券,2027,2.07,2025-08-23,2025-08-24,,1,摊薄每股收益(元) 2.20 2.15 2.02 2.04 2.07
AP202510261769278155,000001.SZ,平安银行,国信证券,2025,2.02,2025-10-26,2025-10-26,,1,摊薄每股收益(元) 2.20 2.15 2.02 2.04 2.07
AP202510261769278155,000001.SZ,平安银行,国信证券,2026,2.04,2025-10-26,2025-10-26,,1,摊薄每股收益(元) 2.20 2.15 2.02 2.04 2.07
AP202510261769278155,000001.SZ,平安银行,国信证券,2027,2.07,2025-10-26,2025-10-26,,1,摊薄每股收益(元) 2.20 2.15 2.02 2.04 2.07
AP202603221820687530,000001.SZ,平安银行,国信证券,2026,2.08,2026-03-22,2026-03-22,,1,摊薄每股收益(元) 2.15 2.07 2.08 2.09 2.11
AP202603221820687530,000001.SZ,平安银行,国信证券,2027,2.09,2026-03-22,2026-03-22,,1,摊薄每股收益(元) 2.15 2.07 2.08 2.09 2.11
AP202603221820687530,000001.SZ,平安银行,国信证券,2028,2.11,2026-03-22,2026-03-22,,1,摊薄每股收益(元) 2.15 2.07 2.08 2.09 2.11
AP202604261821586763,000001.SZ,平安银行,国信证券,2026,2.08,2026-04-25,2026-04-26,,1,摊薄每股收益(元) 2.15 2.07 2.08 2.09 2.11
AP202604261821586763,000001.SZ,平安银行,国信证券,2027,2.09,2026-04-25,2026-04-26,,1,摊薄每股收益(元) 2.15 2.07 2.08 2.09 2.11
AP202604261821586763,000001.SZ,平安银行,国信证券,2028,2.11,2026-04-25,2026-04-26,,1,摊薄每股收益(元) 2.15 2.07 2.08 2.09 2.11
AP202203291555781349,600030.SH,中信证券,国信证券,2022,2.2,2022-03-29,2022-03-29,,1,摊薄每股收益(元) 1.2 1.8 2.2 2.5 2.8
AP202203291555781349,600030.SH,中信证券,国信证券,2023,2.5,2022-03-29,2022-03-29,,1,摊薄每股收益(元) 1.2 1.8 2.2 2.5 2.8
AP202203291555781349,600030.SH,中信证券,国信证券,2024,2.8,2022-03-29,2022-03-29,,1,摊薄每股收益(元) 1.2 1.8 2.2 2.5 2.8
AP202204291562326328,600030.SH,中信证券,国信证券,2022,1.8,2022-04-29,2022-04-29,,1,摊薄每股收益(元) 1.2 1.8 1.8 2.1 2.3
AP202204291562326328,600030.SH,中信证券,国信证券,2023,2.1,2022-04-29,2022-04-29,,1,摊薄每股收益(元) 1.2 1.8 1.8 2.1 2.3
AP202204291562326328,600030.SH,中信证券,国信证券,2024,2.3,2022-04-29,2022-04-29,,1,摊薄每股收益(元) 1.2 1.8 1.8 2.1 2.3
AP202208301577837663,600030.SH,中信证券,国信证券,2022,1.6,2022-08-30,2022-08-30,,1,摊薄每股收益(元) 1.2 1.8 1.6 1.8 2.0
AP202208301577837663,600030.SH,中信证券,国信证券,2023,1.8,2022-08-30,2022-08-30,,1,摊薄每股收益(元) 1.2 1.8 1.6 1.8 2.0
AP202208301577837663,600030.SH,中信证券,国信证券,2024,2.0,2022-08-30,2022-08-30,,1,摊薄每股收益(元) 1.2 1.8 1.6 1.8 2.0
AP202303311584767403,600030.SH,中信证券,国信证券,2023,1.7,2023-03-31,2023-03-31,,1,摊薄每股收益(元) 1.8 1.4 1.7 1.9 2.1
AP202303311584767403,600030.SH,中信证券,国信证券,2024,1.9,2023-03-31,2023-03-31,,1,摊薄每股收益(元) 1.8 1.4 1.7 1.9 2.1
AP202303311584767403,600030.SH,中信证券,国信证券,2025,2.1,2023-03-31,2023-03-31,,1,摊薄每股收益(元) 1.8 1.4 1.7 1.9 2.1
AP202304281586037402,600030.SH,中信证券,国信证券,2023,1.7,2023-04-28,2023-04-28,,1,摊薄每股收益(元) 1.8 1.4 1.7 1.9 2.1
AP202304281586037402,600030.SH,中信证券,国信证券,2024,1.9,2023-04-28,2023-04-28,,1,摊薄每股收益(元) 1.8 1.4 1.7 1.9 2.1
AP202304281586037402,600030.SH,中信证券,国信证券,2025,2.1,2023-04-28,2023-04-28,,1,摊薄每股收益(元) 1.8 1.4 1.7 1.9 2.1
AP202307191592427040,600030.SH,中信证券,国信证券,2023,1.7,2023-07-19,2023-07-19,,1,摊薄每股收益(元) 1.8 1.4 1.7 2.0 2.3
AP202307191592427040,600030.SH,中信证券,国信证券,2024,2.0,2023-07-19,2023-07-19,,1,摊薄每股收益(元) 1.8 1.4 1.7 2.0 2.3
AP202307191592427040,600030.SH,中信证券,国信证券,2025,2.3,2023-07-19,2023-07-19,,1,摊薄每股收益(元) 1.8 1.4 1.7 2.0 2.3
AP202308311596917232,600030.SH,中信证券,国信证券,2023,1.5,2023-08-31,2023-08-31,,1,摊薄每股收益(元) 1.8 1.4 1.5 1.7 1.8
AP202308311596917232,600030.SH,中信证券,国信证券,2024,1.7,2023-08-31,2023-08-31,,1,摊薄每股收益(元) 1.8 1.4 1.5 1.7 1.8
AP202308311596917232,600030.SH,中信证券,国信证券,2025,1.8,2023-08-31,2023-08-31,,1,摊薄每股收益(元) 1.8 1.4 1.5 1.7 1.8
AP202310311607043071,600030.SH,中信证券,国信证券,2023,1.5,2023-10-31,2023-10-31,,1,摊薄每股收益(元) 1.8 1.4 1.5 1.6 1.7
AP202310311607043071,600030.SH,中信证券,国信证券,2024,1.6,2023-10-31,2023-10-31,,1,摊薄每股收益(元) 1.8 1.4 1.5 1.6 1.7
AP202310311607043071,600030.SH,中信证券,国信证券,2025,1.7,2023-10-31,2023-10-31,,1,摊薄每股收益(元) 1.8 1.4 1.5 1.6 1.7
AP202403281628417508,600030.SH,中信证券,国信证券,2024,1.5,2024-03-27,2024-03-28,,1,摊薄每股收益(元) 1.4 1.3 1.5 1.7 1.8
AP202403281628417508,600030.SH,中信证券,国信证券,2025,1.7,2024-03-27,2024-03-28,,1,摊薄每股收益(元) 1.4 1.3 1.5 1.7 1.8
AP202403281628417508,600030.SH,中信证券,国信证券,2026,1.8,2024-03-27,2024-03-28,,1,摊薄每股收益(元) 1.4 1.3 1.5 1.7 1.8
AP202404281631515378,600030.SH,中信证券,国信证券,2024,1.4,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.4 1.3 1.4 1.6 1.7
AP202404281631515378,600030.SH,中信证券,国信证券,2025,1.6,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.4 1.3 1.4 1.6 1.7
AP202404281631515378,600030.SH,中信证券,国信证券,2026,1.7,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.4 1.3 1.4 1.6 1.7
AP202408291639573689,600030.SH,中信证券,国信证券,2024,1.3,2024-08-29,2024-08-29,,1,摊薄每股收益(元) 1.4 1.3 1.3 1.4 1.5
AP202408291639573689,600030.SH,中信证券,国信证券,2025,1.4,2024-08-29,2024-08-29,,1,摊薄每股收益(元) 1.4 1.3 1.3 1.4 1.5
AP202408291639573689,600030.SH,中信证券,国信证券,2026,1.5,2024-08-29,2024-08-29,,1,摊薄每股收益(元) 1.4 1.3 1.3 1.4 1.5
AP202410301640602049,600030.SH,中信证券,国信证券,2024,1.4,2024-10-30,2024-10-30,,1,摊薄每股收益(元) 1.4 1.3 1.4 1.5 1.6
AP202410301640602049,600030.SH,中信证券,国信证券,2025,1.5,2024-10-30,2024-10-30,,1,摊薄每股收益(元) 1.4 1.3 1.4 1.5 1.6
AP202410301640602049,600030.SH,中信证券,国信证券,2026,1.6,2024-10-30,2024-10-30,,1,摊薄每股收益(元) 1.4 1.3 1.4 1.5 1.6
AP202503271648313508,600030.SH,中信证券,国信证券,2025,1.5,2025-03-27,2025-03-27,,1,摊薄每股收益(元) 1.3 1.4 1.5 1.6 1.8
AP202503271648313508,600030.SH,中信证券,国信证券,2026,1.6,2025-03-27,2025-03-27,,1,摊薄每股收益(元) 1.3 1.4 1.5 1.6 1.8
AP202503271648313508,600030.SH,中信证券,国信证券,2027,1.8,2025-03-27,2025-03-27,,1,摊薄每股收益(元) 1.3 1.4 1.5 1.6 1.8
AP202504301664943069,600030.SH,中信证券,国信证券,2025,1.6,2025-04-29,2025-04-30,,1,摊薄每股收益(元) 1.3 1.4 1.6 1.8 1.9
AP202504301664943069,600030.SH,中信证券,国信证券,2026,1.8,2025-04-29,2025-04-30,,1,摊薄每股收益(元) 1.3 1.4 1.6 1.8 1.9
AP202504301664943069,600030.SH,中信证券,国信证券,2027,1.9,2025-04-29,2025-04-30,,1,摊薄每股收益(元) 1.3 1.4 1.6 1.8 1.9
AP202508291736353885,600030.SH,中信证券,国信证券,2025,1.84,2025-08-29,2025-08-29,,1,摊薄每股收益(元) 1.30 1.41 1.84 2.11 2.30
AP202508291736353885,600030.SH,中信证券,国信证券,2026,2.11,2025-08-29,2025-08-29,,1,摊薄每股收益(元) 1.30 1.41 1.84 2.11 2.30
AP202508291736353885,600030.SH,中信证券,国信证券,2027,2.30,2025-08-29,2025-08-29,,1,摊薄每股收益(元) 1.30 1.41 1.84 2.11 2.30
AP202510261769278153,600030.SH,中信证券,国信证券,2025,2.04,2025-10-25,2025-10-26,,1,摊薄每股收益(元) 1.30 1.41 2.04 2.28 2.48
AP202510261769278153,600030.SH,中信证券,国信证券,2026,2.28,2025-10-25,2025-10-26,,1,摊薄每股收益(元) 1.30 1.41 2.04 2.28 2.48
AP202510261769278153,600030.SH,中信证券,国信证券,2027,2.48,2025-10-25,2025-10-26,,1,摊薄每股收益(元) 1.30 1.41 2.04 2.28 2.48
AP202603271820811243,600030.SH,中信证券,国信证券,2026,2.26,2026-03-27,2026-03-27,,1,摊薄每股收益(元) 1.41 1.96 2.26 2.49 2.73
AP202603271820811243,600030.SH,中信证券,国信证券,2027,2.49,2026-03-27,2026-03-27,,1,摊薄每股收益(元) 1.41 1.96 2.26 2.49 2.73
AP202603271820811243,600030.SH,中信证券,国信证券,2028,2.73,2026-03-27,2026-03-27,,1,摊薄每股收益(元) 1.41 1.96 2.26 2.49 2.73
AP202604101821115909,600030.SH,中信证券,国信证券,2026,2.46,2026-04-10,2026-04-10,,1,摊薄每股收益(元) 1.41 1.96 2.46 2.70 2.96
AP202604101821115909,600030.SH,中信证券,国信证券,2027,2.70,2026-04-10,2026-04-10,,1,摊薄每股收益(元) 1.41 1.96 2.46 2.70 2.96
AP202604101821115909,600030.SH,中信证券,国信证券,2028,2.96,2026-04-10,2026-04-10,,1,摊薄每股收益(元) 1.41 1.96 2.46 2.70 2.96
AP202604261821587095,600030.SH,中信证券,国信证券,2026,2.46,2026-04-25,2026-04-26,,1,摊薄每股收益(元) 1.41 1.96 2.46 2.70 2.96
AP202604261821587095,600030.SH,中信证券,国信证券,2027,2.70,2026-04-25,2026-04-26,,1,摊薄每股收益(元) 1.41 1.96 2.46 2.70 2.96
AP202604261821587095,600030.SH,中信证券,国信证券,2028,2.96,2026-04-25,2026-04-26,,1,摊薄每股收益(元) 1.41 1.96 2.46 2.70 2.96
AP202003171376568839,600036.SH,招商银行,国信证券,2019,3.59,2020-03-17,2020-03-17,25220,1,摊薄每股收益(元) 2.78 3.13 3.59 4.11 4.72
AP202003171376568839,600036.SH,招商银行,国信证券,2020,4.11,2020-03-17,2020-03-17,25220,1,摊薄每股收益(元) 2.78 3.13 3.59 4.11 4.72
AP202003171376568839,600036.SH,招商银行,国信证券,2021,4.72,2020-03-17,2020-03-17,25220,1,摊薄每股收益(元) 2.78 3.13 3.59 4.11 4.72
AP202203201553798078,600036.SH,招商银行,国信证券,2022,5.38,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 3.79 4.61 5.38 6.20 7.16
AP202203201553798078,600036.SH,招商银行,国信证券,2023,6.20,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 3.79 4.61 5.38 6.20 7.16
AP202203201553798078,600036.SH,招商银行,国信证券,2024,7.16,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 3.79 4.61 5.38 6.20 7.16
AP202204251561504225,600036.SH,招商银行,国信证券,2022,5.38,2022-04-23,2022-04-25,,1,摊薄每股收益(元) 3.79 4.61 5.38 6.20 7.16
AP202204251561504225,600036.SH,招商银行,国信证券,2023,6.20,2022-04-23,2022-04-25,,1,摊薄每股收益(元) 3.79 4.61 5.38 6.20 7.16
AP202204251561504225,600036.SH,招商银行,国信证券,2024,7.16,2022-04-23,2022-04-25,,1,摊薄每股收益(元) 3.79 4.61 5.38 6.20 7.16
AP202208221577464858,600036.SH,招商银行,国信证券,2022,5.23,2022-08-22,2022-08-22,,1,摊薄每股收益(元) 3.79 4.61 5.23 5.89 6.67
AP202208221577464858,600036.SH,招商银行,国信证券,2023,5.89,2022-08-22,2022-08-22,,1,摊薄每股收益(元) 3.79 4.61 5.23 5.89 6.67
AP202208221577464858,600036.SH,招商银行,国信证券,2024,6.67,2022-08-22,2022-08-22,,1,摊薄每股收益(元) 3.79 4.61 5.23 5.89 6.67
AP202301161582036988,600036.SH,招商银行,国信证券,2022,5.23,2023-01-15,2023-01-16,,1,摊薄每股收益(元) 3.79 4.61 5.23 5.89 6.67
AP202301161582036988,600036.SH,招商银行,国信证券,2023,5.89,2023-01-15,2023-01-16,,1,摊薄每股收益(元) 3.79 4.61 5.23 5.89 6.67
AP202301161582036988,600036.SH,招商银行,国信证券,2024,6.67,2023-01-15,2023-01-16,,1,摊薄每股收益(元) 3.79 4.61 5.23 5.89 6.67
AP202303271584568967,600036.SH,招商银行,国信证券,2023,6.32,2023-03-26,2023-03-27,,1,摊薄每股收益(元) 4.61 5.47 6.32 7.25 8.33
AP202303271584568967,600036.SH,招商银行,国信证券,2024,7.25,2023-03-26,2023-03-27,,1,摊薄每股收益(元) 4.61 5.47 6.32 7.25 8.33
AP202303271584568967,600036.SH,招商银行,国信证券,2025,8.33,2023-03-26,2023-03-27,,1,摊薄每股收益(元) 4.61 5.47 6.32 7.25 8.33
AP202304271585931894,600036.SH,招商银行,国信证券,2023,6.11,2023-04-27,2023-04-27,,1,摊薄每股收益(元) 4.61 5.26 6.11 7.05 8.12
AP202304271585931894,600036.SH,招商银行,国信证券,2024,7.05,2023-04-27,2023-04-27,,1,摊薄每股收益(元) 4.61 5.26 6.11 7.05 8.12
AP202304271585931894,600036.SH,招商银行,国信证券,2025,8.12,2023-04-27,2023-04-27,,1,摊薄每股收益(元) 4.61 5.26 6.11 7.05 8.12
AP202308281595904662,600036.SH,招商银行,国信证券,2023,5.66,2023-08-27,2023-08-28,,1,摊薄每股收益(元) 4.61 5.26 5.66 6.00 6.35
AP202308281595904662,600036.SH,招商银行,国信证券,2024,6.00,2023-08-27,2023-08-28,,1,摊薄每股收益(元) 4.61 5.26 5.66 6.00 6.35
AP202308281595904662,600036.SH,招商银行,国信证券,2025,6.35,2023-08-27,2023-08-28,,1,摊薄每股收益(元) 4.61 5.26 5.66 6.00 6.35
AP202310291605632432,600036.SH,招商银行,国信证券,2023,5.66,2023-10-28,2023-10-29,,1,摊薄每股收益(元) 4.61 5.26 5.66 6.00 6.35
AP202310291605632432,600036.SH,招商银行,国信证券,2024,6.00,2023-10-28,2023-10-29,,1,摊薄每股收益(元) 4.61 5.26 5.66 6.00 6.35
AP202310291605632432,600036.SH,招商银行,国信证券,2025,6.35,2023-10-28,2023-10-29,,1,摊薄每股收益(元) 4.61 5.26 5.66 6.00 6.35
AP202401211617888072,600036.SH,招商银行,国信证券,2023,5.61,2024-01-21,2024-01-21,,1,摊薄每股收益(元) 4.61 5.26 5.61 5.98 6.51
AP202401211617888072,600036.SH,招商银行,国信证券,2024,5.98,2024-01-21,2024-01-21,,1,摊薄每股收益(元) 4.61 5.26 5.61 5.98 6.51
AP202401211617888072,600036.SH,招商银行,国信证券,2025,6.51,2024-01-21,2024-01-21,,1,摊薄每股收益(元) 4.61 5.26 5.61 5.98 6.51
AP202403261628189467,600036.SH,招商银行,国信证券,2024,6.13,2024-03-26,2024-03-26,,1,摊薄每股收益(元) 5.26 5.76 6.13 6.65 7.37
AP202403261628189467,600036.SH,招商银行,国信证券,2025,6.65,2024-03-26,2024-03-26,,1,摊薄每股收益(元) 5.26 5.76 6.13 6.65 7.37
AP202403261628189467,600036.SH,招商银行,国信证券,2026,7.37,2024-03-26,2024-03-26,,1,摊薄每股收益(元) 5.26 5.76 6.13 6.65 7.37
AP202405051632444765,600036.SH,招商银行,国信证券,2024,6.13,2024-04-30,2024-05-05,,1,摊薄每股收益(元) 5.26 5.76 6.13 6.65 7.37
AP202405051632444765,600036.SH,招商银行,国信证券,2025,6.65,2024-04-30,2024-05-05,,1,摊薄每股收益(元) 5.26 5.76 6.13 6.65 7.37
AP202405051632444765,600036.SH,招商银行,国信证券,2026,7.37,2024-04-30,2024-05-05,,1,摊薄每股收益(元) 5.26 5.76 6.13 6.65 7.37
AP202408301639605391,600036.SH,招商银行,国信证券,2024,5.79,2024-08-30,2024-08-30,,1,摊薄每股收益(元) 5.26 5.76 5.79 6.03 6.49
AP202408301639605391,600036.SH,招商银行,国信证券,2025,6.03,2024-08-30,2024-08-30,,1,摊薄每股收益(元) 5.26 5.76 5.79 6.03 6.49
AP202408301639605391,600036.SH,招商银行,国信证券,2026,6.49,2024-08-30,2024-08-30,,1,摊薄每股收益(元) 5.26 5.76 5.79 6.03 6.49
AP202410301640587907,600036.SH,招商银行,国信证券,2024,5.66,2024-10-29,2024-10-30,,1,摊薄每股收益(元) 5.26 5.63 5.66 5.91 6.37
AP202410301640587907,600036.SH,招商银行,国信证券,2025,5.91,2024-10-29,2024-10-30,,1,摊薄每股收益(元) 5.26 5.63 5.66 5.91 6.37
AP202410301640587907,600036.SH,招商银行,国信证券,2026,6.37,2024-10-29,2024-10-30,,1,摊薄每股收益(元) 5.26 5.63 5.66 5.91 6.37
AP202503261647660422,600036.SH,招商银行,国信证券,2025,5.76,2025-03-26,2025-03-26,,1,摊薄每股收益(元) 5.63 5.66 5.76 6.05 6.48
AP202503261647660422,600036.SH,招商银行,国信证券,2026,6.05,2025-03-26,2025-03-26,,1,摊薄每股收益(元) 5.63 5.66 5.76 6.05 6.48
AP202503261647660422,600036.SH,招商银行,国信证券,2027,6.48,2025-03-26,2025-03-26,,1,摊薄每股收益(元) 5.63 5.66 5.76 6.05 6.48
AP202504301665028882,600036.SH,招商银行,国信证券,2025,5.76,2025-04-30,2025-04-30,,1,摊薄每股收益(元) 5.63 5.66 5.76 6.05 6.48
AP202504301665028882,600036.SH,招商银行,国信证券,2026,6.05,2025-04-30,2025-04-30,,1,摊薄每股收益(元) 5.63 5.66 5.76 6.05 6.48
AP202504301665028882,600036.SH,招商银行,国信证券,2027,6.48,2025-04-30,2025-04-30,,1,摊薄每股收益(元) 5.63 5.66 5.76 6.05 6.48
AP202509011737603572,600036.SH,招商银行,国信证券,2025,5.76,2025-08-30,2025-09-01,,2,摊薄每股收益(元) 5.63 5.66 5.76 6.05 6.48
AP202509011737603572,600036.SH,招商银行,国信证券,2026,6.05,2025-08-30,2025-09-01,,2,摊薄每股收益(元) 5.63 5.66 5.76 6.05 6.48
AP202509011737603572,600036.SH,招商银行,国信证券,2027,6.48,2025-08-30,2025-09-01,,2,摊薄每股收益(元) 5.63 5.66 5.76 6.05 6.48
AP202510301771734353,600036.SH,招商银行,国信证券,2025,5.76,2025-10-30,2025-10-30,,1,摊薄每股收益(元) 5.63 5.66 5.76 6.05 6.48
AP202510301771734353,600036.SH,招商银行,国信证券,2026,6.05,2025-10-30,2025-10-30,,1,摊薄每股收益(元) 5.63 5.66 5.76 6.05 6.48
AP202510301771734353,600036.SH,招商银行,国信证券,2027,6.48,2025-10-30,2025-10-30,,1,摊薄每股收益(元) 5.63 5.66 5.76 6.05 6.48
AP202601251818397680,600036.SH,招商银行,国信证券,2025,5.73,2026-01-24,2026-01-25,,1,摊薄每股收益(元) 5.63 5.66 5.73 5.92 6.22
AP202601251818397680,600036.SH,招商银行,国信证券,2026,5.92,2026-01-24,2026-01-25,,1,摊薄每股收益(元) 5.63 5.66 5.73 5.92 6.22
AP202601251818397680,600036.SH,招商银行,国信证券,2027,6.22,2026-01-24,2026-01-25,,1,摊薄每股收益(元) 5.63 5.66 5.73 5.92 6.22
AP202603291820836506,600036.SH,招商银行,国信证券,2026,5.89,2026-03-28,2026-03-29,,1,摊薄每股收益(元) 5.66 5.70 5.89 6.19 6.61
AP202603291820836506,600036.SH,招商银行,国信证券,2027,6.19,2026-03-28,2026-03-29,,1,摊薄每股收益(元) 5.66 5.70 5.89 6.19 6.61
AP202603291820836506,600036.SH,招商银行,国信证券,2028,6.61,2026-03-28,2026-03-29,,1,摊薄每股收益(元) 5.66 5.70 5.89 6.19 6.61
