origin,ts_code,institution,report_id,prior_report_id,profit_revision_available,reason,current_profit_label,prior_profit_label
2018-03-30,000423.SZ,soochow,AP201711211053890106,AP201711211053890106,True,AVAILABLE_MATCHED_PROFIT_REVISION,归母净利润,归母净利润
2018-03-30,000425.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000425.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000503.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000503.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000538.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000538.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000540.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000540.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000559.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000559.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000568.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000568.SZ,soochow,AP201710300990388565,AP201710300990388565,True,AVAILABLE_MATCHED_PROFIT_REVISION,归母净利润,归母净利润
2018-03-30,000623.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000623.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000625.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000625.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000627.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000627.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000630.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000630.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000651.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000651.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000671.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000671.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000686.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000686.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000709.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000709.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000723.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000723.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000725.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000725.SZ,soochow,AP201710250977186741,AP201710250977186741,False,NO_VIEW_MATCHED_PROFIT_VALUES_MISSING,,
2018-03-30,000728.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000728.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000738.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000738.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000750.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000750.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000768.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000768.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000776.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000776.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000783.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000783.SZ,soochow,AP201710290988938458,AP201710290988938458,True,AVAILABLE_MATCHED_PROFIT_REVISION,净利润,净利润
2018-03-30,000792.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000792.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000826.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000826.SZ,soochow,AP201803181105820136,AP201712291071149552,True,AVAILABLE_MATCHED_PROFIT_REVISION,净利润,净利润
2018-03-30,000839.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000839.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000858.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000858.SZ,soochow,AP201710270982508781,AP201710270982508781,True,AVAILABLE_MATCHED_PROFIT_REVISION,归母净利润,归母净利润
2018-03-30,000876.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000876.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000895.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000895.SZ,soochow,AP201710310993754670,AP201710310993754670,True,AVAILABLE_MATCHED_PROFIT_REVISION,归母净利润,归母净利润
2018-03-30,000898.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000898.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000938.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000938.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000959.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000959.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000961.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000961.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000963.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000963.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000983.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,000983.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,001979.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,001979.SZ,soochow,AP201802221093781463,,False,NO_VIEW_COMPARABLE_PRIOR_TARGET_YEAR_NOT_PRESENT_IN_SAVED_EVIDENCE,,
2018-03-30,002007.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002007.SZ,soochow,AP201710230972059704,AP201710230972059704,True,AVAILABLE_MATCHED_PROFIT_REVISION,净利润,净利润
2018-03-30,002008.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002008.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002024.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002024.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002027.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002027.SZ,soochow,AP201803011096374242,AP201710290990185048,False,NO_VIEW_MATCHED_PROFIT_VALUES_MISSING,,
2018-03-30,002044.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002044.SZ,soochow,AP201711291059663509,AP201711291059663509,False,NO_VIEW_MATCHED_PROFIT_VALUES_MISSING,,
2018-03-30,002065.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002065.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002074.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002074.SZ,soochow,AP201803051099300450,AP201711071019259667,False,NO_VIEW_PROFIT_LABEL_MISMATCH_IN_SAVED_SOURCE,,归母净利润
2018-03-30,002081.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002081.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002142.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002142.SZ,soochow,AP201803291113879775,AP201710270982881891,False,NO_VIEW_PROFIT_LABEL_MISMATCH_IN_SAVED_SOURCE,,净利润
2018-03-30,002146.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002146.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002153.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002153.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002174.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002174.SZ,soochow,AP201710310991413590,AP201710310991413590,False,NO_VIEW_MATCHED_PROFIT_VALUES_MISSING,,
2018-03-30,002202.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002202.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002230.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002230.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002236.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002236.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002241.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002241.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002252.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002252.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002292.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002292.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002294.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002294.SZ,soochow,AP201803271111478064,AP201710240974232681,True,AVAILABLE_MATCHED_PROFIT_REVISION,归母净利润,归母净利润
2018-03-30,002304.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002304.SZ,soochow,AP201710290990141838,AP201710290990141838,True,AVAILABLE_MATCHED_PROFIT_REVISION,归母净利润,归母净利润
2018-03-30,002310.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002310.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002352.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002352.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002385.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002385.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002411.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002411.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002415.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002415.SZ,soochow,AP201711010993976685,AP201711010993976685,False,NO_VIEW_MATCHED_PROFIT_VALUES_MISSING,,
2018-03-30,002424.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002424.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002426.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002426.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002450.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002450.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002456.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002456.SZ,soochow,AP201710240973776905,AP201710240973776905,False,NO_VIEW_MATCHED_PROFIT_VALUES_MISSING,,
2018-03-30,002460.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002460.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002465.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002465.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002466.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002466.SZ,soochow,AP201803271111158007,AP201711071018776300,False,NO_VIEW_PROFIT_LABEL_MISMATCH_IN_SAVED_SOURCE,,归母净利润
2018-03-30,002468.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002468.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002470.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002470.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002475.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002475.SZ,soochow,AP201802281095527564,,False,NO_VIEW_COMPARABLE_PRIOR_TARGET_YEAR_NOT_PRESENT_IN_SAVED_EVIDENCE,,
2018-03-30,002500.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002500.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002508.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002508.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002555.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002555.SZ,soochow,AP201710310991214447,AP201710310991214447,False,NO_VIEW_MATCHED_PROFIT_VALUES_MISSING,,
2018-03-30,002558.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002558.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002572.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002572.SZ,soochow,AP201803281112641472,AP201712201068320310,False,NO_VIEW_PROFIT_LABEL_MISMATCH_IN_SAVED_SOURCE,净利润,归母净利润
2018-03-30,002594.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002594.SZ,soochow,AP201711091024059819,AP201711091024059819,True,AVAILABLE_MATCHED_PROFIT_REVISION,净利润,净利润
2018-03-30,002601.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002601.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002602.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002602.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002608.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002608.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002624.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002624.SZ,soochow,AP201802011084889751,AP201710290989940256,False,NO_VIEW_MATCHED_PROFIT_VALUES_MISSING,,
2018-03-30,002673.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002673.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002714.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002714.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002736.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002736.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002739.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002739.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002797.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002797.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002831.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002831.SZ,soochow,AP201802111090501109,AP201710240973716903,True,AVAILABLE_MATCHED_PROFIT_REVISION,归母净利润,归母净利润
2018-03-30,002839.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002839.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002841.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,002841.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300003.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300003.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300015.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300015.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300017.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300017.SZ,soochow,AP201712281070383033,AP201712281070383033,True,AVAILABLE_MATCHED_PROFIT_REVISION,净利润,净利润
2018-03-30,300024.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300024.SZ,soochow,AP201803231109077088,AP201710240973820688,False,NO_VIEW_MATCHED_PROFIT_VALUES_MISSING,,
2018-03-30,300027.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300027.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300033.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300033.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300059.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300059.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300070.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300070.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300072.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300072.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300122.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300122.SZ,soochow,AP201803281112641474,,False,NO_VIEW_COMPARABLE_PRIOR_TARGET_YEAR_NOT_PRESENT_IN_SAVED_EVIDENCE,,
2018-03-30,300124.SZ,guosen,AP201710170957538618,AP201710170957538618,True,AVAILABLE_MATCHED_PROFIT_REVISION,净利润,净利润
2018-03-30,300124.SZ,soochow,AP201803151104308851,AP201710270982881885,True,AVAILABLE_MATCHED_PROFIT_REVISION,净利润,净利润
2018-03-30,300136.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300136.SZ,soochow,AP201802281095525635,AP201712011060447667,False,NO_VIEW_MATCHED_PROFIT_VALUES_MISSING,,
2018-03-30,300144.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300144.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300251.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300251.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300315.SZ,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,300315.SZ,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,600000.SH,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,600000.SH,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,600008.SH,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,600008.SH,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,600009.SH,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,600009.SH,soochow,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
2018-03-30,600010.SH,guosen,,,False,NO_VIEW_LATEST_REPORT_MISSING_OR_STALE,,
